case_id,complaint_id,fraud_label,cashout_label,pattern,transaction_count,suspicious_transaction_count,transaction_frequency,transaction_velocity,amount_deviation,hop_count,unique_accounts,transfer_chain_length,amount_decay_across_hops,rapid_transfer_flag,account_activity_frequency,account_risk,new_destination_flag,destination_concentration,previous_withdrawal_count,average_withdrawal_amount,hour,day_of_week,time_since_last_transaction,time_since_first_suspicious_transaction,split,source_type
CASE-00155,CMP-100155,1,1,MULTI_CANDIDATE,10,1,0.4167,5.3571,13810.6,1,20,2,0.8406,0,1,MEDIUM,1,1,0,0,12,3,0,0,VALIDATION,SYNTHETIC
CASE-00156,CMP-100156,1,1,RAPID,9,1,0.375,9,15026.56,1,18,2,0.8999,1,1,LOW,1,1,0,0,12,3,0,0,VALIDATION,SYNTHETIC
CASE-00157,CMP-100157,0,0,NORMAL,6,0,0.25,6,16846.5,1,12,2,,0,1,LOW,1,1,0,0,13,3,0,,TEST,SYNTHETIC
CASE-00158,CMP-100158,1,0,PROXIMITY,8,1,0.3333,2.6667,21202.75,1,16,2,0.853,0,1,LOW,1,1,0,0,17,3,0,0,TEST,SYNTHETIC
CASE-00159,CMP-100159,0,0,NORMAL,9,0,0.375,9,12036.89,1,18,2,,0,1,LOW,1,1,0,0,15,3,0,,TEST,SYNTHETIC
CASE-00160,CMP-100160,1,1,MULTI_CANDIDATE,8,1,0.3333,3.2877,19804.25,1,16,2,0.8209,0,1,MEDIUM,1,1,0,0,18,3,0,0,TRAIN,SYNTHETIC
CASE-00161,CMP-100161,0,0,NORMAL,8,0,0.3333,8,13692.13,1,16,2,,0,1,LOW,1,1,0,0,17,3,0,,TRAIN,SYNTHETIC
CASE-00162,CMP-100162,0,0,NORMAL,7,0,0.2917,7,9857.29,1,14,2,,0,1,LOW,1,1,0,0,18,3,0,,TRAIN,SYNTHETIC
CASE-00163,CMP-100163,0,0,NORMAL,8,0,0.3333,8,12040.13,0,16,1,,0,1,LOW,1,1,0,0,19,3,0,,TRAIN,SYNTHETIC
CASE-00164,CMP-100164,1,1,DELAYED,7,0,0.2917,7,15168,0,14,1,1,0,1,LOW,1,1,0,0,20,3,0,,TRAIN,SYNTHETIC
CASE-00165,CMP-100165,1,1,MULTI_CANDIDATE,9,1,0.375,9,11168.22,1,18,2,0.9229,0,1,HIGH,1,1,0,0,21,3,0,0,TRAIN,SYNTHETIC
CASE-00166,CMP-100166,1,1,RAPID,10,1,0.4167,10,10467.5,1,20,2,0.8907,1,1,LOW,1,1,0,0,22,3,0,0,TRAIN,SYNTHETIC
CASE-00167,CMP-100167,1,1,MULTI_HOP,12,3,0.5,2.3377,20678.75,3,22,4,0.7443,0,1,LOW,1,1,0,0,4,4,0,268,TRAIN,SYNTHETIC
CASE-00168,CMP-100168,1,1,PROXIMITY,10,1,0.4167,3.3333,15625.7,1,20,2,0.9161,0,1,LOW,1,1,0,0,3,4,0,0,TRAIN,SYNTHETIC
CASE-00169,CMP-100169,0,0,NORMAL,10,0,0.4167,10,15976.9,0,20,1,,0,1,LOW,1,1,0,0,1,4,0,,TRAIN,SYNTHETIC
CASE-00170,CMP-100170,0,0,NORMAL,8,0,0.3333,8,11883.38,1,16,2,,0,1,MEDIUM,1,1,0,0,2,4,0,,TRAIN,SYNTHETIC
CASE-00171,CMP-100171,1,1,RAPID,10,1,0.4167,10,16596.7,1,20,2,0.8326,1,1,LOW,1,1,0,0,3,4,0,0,TRAIN,SYNTHETIC
CASE-00172,CMP-100172,0,0,NORMAL,10,0,0.4167,10,14812.1,0,20,1,,0,1,LOW,1,1,0,0,4,4,0,,TRAIN,SYNTHETIC
CASE-00173,CMP-100173,0,0,NORMAL,8,0,0.3333,8,14123.63,0,16,1,,0,1,LOW,1,1,0,0,5,4,0,,TRAIN,SYNTHETIC
CASE-00174,CMP-100174,1,1,DELAYED,9,1,0.375,0.5,20901.44,1,18,2,0.8563,0,1,LOW,1,1,0,0,0,5,0,0,VALIDATION,SYNTHETIC
CASE-00175,CMP-100175,0,0,NORMAL,6,0,0.25,6,10476,0,12,1,,0,1,MEDIUM,1,1,0,0,7,4,0,,VALIDATION,SYNTHETIC
CASE-00176,CMP-100176,0,0,NORMAL,6,0,0.25,6,10765.67,0,12,1,,0,1,HIGH,1,1,0,0,8,4,0,,VALIDATION,SYNTHETIC
CASE-00177,CMP-100177,0,0,NORMAL,6,0,0.25,6,13802.67,0,12,1,,0,1,LOW,1,1,0,0,9,4,0,,TEST,SYNTHETIC
CASE-00178,CMP-100178,1,1,PROXIMITY,8,1,0.3333,2.963,15285.13,1,16,2,0.9305,0,1,LOW,1,1,0,0,12,4,0,0,TEST,SYNTHETIC
CASE-00179,CMP-100179,0,0,NORMAL,7,0,0.2917,7,9699.43,1,14,2,,0,1,LOW,1,1,0,0,11,4,0,,TEST,SYNTHETIC
CASE-00180,CMP-100180,0,0,NORMAL,6,0,0.25,6,11464.17,1,12,2,,0,1,MEDIUM,1,1,0,0,12,4,0,,TRAIN,SYNTHETIC
CASE-00181,CMP-100181,1,0,RAPID,9,1,0.375,9,21369,1,18,2,0.8429,1,1,LOW,1,1,0,0,13,4,0,0,TRAIN,SYNTHETIC
CASE-00182,CMP-100182,0,0,NORMAL,9,0,0.375,9,11547.11,0,18,1,,0,1,LOW,1,1,0,0,14,4,0,,TRAIN,SYNTHETIC
CASE-00183,CMP-100183,0,0,NORMAL,10,0,0.4167,10,10169.4,1,20,2,,0,1,LOW,1,1,0,0,15,4,0,,TRAIN,SYNTHETIC
CASE-00184,CMP-100184,0,0,NORMAL,9,0,0.375,9,13079.67,0,18,1,,0,1,LOW,1,1,0,0,16,4,0,,TRAIN,SYNTHETIC
CASE-00185,CMP-100185,0,0,NORMAL,9,0,0.375,9,11458.44,0,18,1,,0,1,MEDIUM,1,1,0,0,17,4,0,,TRAIN,SYNTHETIC
CASE-00186,CMP-100186,0,0,NORMAL,8,0,0.3333,8,11965.25,1,16,2,,0,1,LOW,1,1,0,0,18,4,0,,TRAIN,SYNTHETIC
CASE-00187,CMP-100187,0,0,NORMAL,9,0,0.375,9,13521.89,0,18,1,,0,1,HIGH,1,1,0,0,19,4,0,,TRAIN,SYNTHETIC
CASE-00188,CMP-100188,1,1,PROXIMITY,10,1,0.4167,3.5503,14274.1,1,20,2,0.8741,0,1,LOW,1,1,0,0,22,4,0,0,TRAIN,SYNTHETIC
CASE-00189,CMP-100189,1,1,DELAYED,9,1,0.375,0.3462,11412.11,1,18,2,0.8866,0,1,LOW,1,1,0,0,23,5,0,0,TRAIN,SYNTHETIC
CASE-00190,CMP-100190,0,0,NORMAL,9,0,0.375,9,13719.22,0,18,1,,0,1,MEDIUM,1,1,0,0,22,4,0,,TRAIN,SYNTHETIC
CASE-00191,CMP-100191,1,1,RAPID,8,1,0.3333,8,13916.75,1,16,2,0.8334,1,1,LOW,1,1,0,0,23,4,0,0,TRAIN,SYNTHETIC
CASE-00192,CMP-100192,1,0,MULTI_HOP,12,3,0.5,1.8557,17103.25,3,22,4,0.7224,0,1,LOW,1,1,0,0,6,5,0,303,TRAIN,SYNTHETIC
CASE-00193,CMP-100193,0,0,NORMAL,9,0,0.375,9,13727.78,1,18,2,,0,1,LOW,1,1,0,0,1,5,0,,TRAIN,SYNTHETIC
CASE-00194,CMP-100194,1,1,DELAYED,6,0,0.25,6,11209.33,0,12,1,1,0,1,LOW,1,1,0,0,2,5,0,,VALIDATION,SYNTHETIC
CASE-00195,CMP-100195,0,0,NORMAL,10,0,0.4167,10,12515.5,0,20,1,,0,1,MEDIUM,1,1,0,0,3,5,0,,VALIDATION,SYNTHETIC
CASE-00196,CMP-100196,0,0,NORMAL,9,0,0.375,9,13365,0,18,1,,0,1,LOW,1,1,0,0,4,5,0,,VALIDATION,SYNTHETIC
CASE-00197,CMP-100197,0,0,NORMAL,10,0,0.4167,10,11337.8,0,20,1,,0,1,LOW,1,1,0,0,5,5,0,,TEST,SYNTHETIC
CASE-00198,CMP-100198,0,0,NORMAL,6,0,0.25,6,16565.17,1,12,2,,0,1,HIGH,1,1,0,0,6,5,0,,TEST,SYNTHETIC
CASE-00199,CMP-100199,0,0,NORMAL,7,0,0.2917,7,8663.14,1,14,2,,0,1,LOW,1,1,0,0,7,5,0,,TEST,SYNTHETIC
CASE-00200,CMP-100200,1,1,MULTI_CANDIDATE,10,1,0.4167,4.1667,13855.8,1,20,2,0.8377,0,1,MEDIUM,1,1,0,0,10,5,0,0,TRAIN,SYNTHETIC
CASE-00201,CMP-100201,1,1,RAPID,8,1,0.3333,8,15589.63,1,16,2,0.8801,1,1,LOW,1,1,0,0,9,5,0,0,TRAIN,SYNTHETIC
CASE-00202,CMP-100202,1,1,MULTI_HOP,9,2,0.375,6.3529,13493.11,2,17,3,0.7603,0,1,LOW,1,1,0,0,11,5,0,39,TRAIN,SYNTHETIC
CASE-00203,CMP-100203,1,1,PROXIMITY,7,1,0.2917,3.6842,24736.71,1,14,2,0.9215,0,1,LOW,1,1,0,0,12,5,0,0,TRAIN,SYNTHETIC
CASE-00204,CMP-100204,1,1,DELAYED,8,0,0.3333,8,12573.5,0,16,1,1,0,1,LOW,1,1,0,0,12,5,0,,TRAIN,SYNTHETIC
CASE-00205,CMP-100205,0,0,NORMAL,8,0,0.3333,8,9307.25,0,16,1,,0,1,MEDIUM,1,1,0,0,13,5,0,,TRAIN,SYNTHETIC
CASE-00206,CMP-100206,0,0,NORMAL,7,0,0.2917,7,11599.29,0,14,1,,0,1,LOW,1,1,0,0,14,5,0,,TRAIN,SYNTHETIC
CASE-00207,CMP-100207,0,0,NORMAL,6,0,0.25,6,9439.67,1,12,2,,0,1,LOW,1,1,0,0,15,5,0,,TRAIN,SYNTHETIC
CASE-00208,CMP-100208,0,0,NORMAL,7,0,0.2917,7,9135.43,0,14,1,,0,1,LOW,1,1,0,0,16,5,0,,TRAIN,SYNTHETIC
CASE-00209,CMP-100209,0,0,NORMAL,8,0,0.3333,8,11260,0,16,1,,0,1,HIGH,1,1,0,0,17,5,0,,TRAIN,SYNTHETIC
CASE-00210,CMP-100210,1,1,MULTI_CANDIDATE,9,0,0.375,9,14517.33,0,18,1,1,0,1,MEDIUM,1,1,0,0,18,5,0,,TRAIN,SYNTHETIC
CASE-00211,CMP-100211,1,1,RAPID,7,1,0.2917,7,13145.71,1,14,2,0.9046,1,1,LOW,1,1,0,0,19,5,0,0,TRAIN,SYNTHETIC
CASE-00212,CMP-100212,0,0,NORMAL,9,0,0.375,9,9807,1,18,2,,0,1,LOW,1,1,0,0,20,5,0,,TRAIN,SYNTHETIC
CASE-00213,CMP-100213,1,1,PROXIMITY,7,1,0.2917,7,18205.43,1,14,2,0.8608,0,1,LOW,1,1,0,0,21,5,0,0,TRAIN,SYNTHETIC
CASE-00214,CMP-100214,0,0,NORMAL,6,0,0.25,6,15294.67,0,12,1,,0,1,LOW,1,1,0,0,22,5,0,,VALIDATION,SYNTHETIC
CASE-00215,CMP-100215,0,0,NORMAL,10,0,0.4167,10,11721.6,0,20,1,,0,1,MEDIUM,1,1,0,0,23,5,0,,VALIDATION,SYNTHETIC
CASE-00216,CMP-100216,1,1,RAPID,7,1,0.2917,7,24476.29,1,14,2,0.9033,1,1,LOW,1,1,0,0,0,6,0,0,VALIDATION,SYNTHETIC
CASE-00217,CMP-100217,1,1,MULTI_HOP,12,2,0.5,3.4783,18057.08,2,23,3,0.734,0,1,LOW,1,1,0,0,4,6,0,154,TEST,SYNTHETIC
CASE-00218,CMP-100218,0,0,NORMAL,9,0,0.375,9,11240.67,0,18,1,,0,1,LOW,1,1,0,0,2,6,0,,TEST,SYNTHETIC
CASE-00219,CMP-100219,1,1,DELAYED,8,1,0.3333,0.8889,18116,1,16,2,0.9254,0,1,LOW,1,1,0,0,12,6,0,0,TEST,SYNTHETIC
CASE-00220,CMP-100220,0,0,NORMAL,7,0,0.2917,7,8979.43,1,14,2,,0,1,HIGH,1,1,0,0,4,6,0,,TRAIN,SYNTHETIC
CASE-00221,CMP-100221,1,1,RAPID,10,1,0.4167,10,12610.6,1,20,2,0.8526,1,1,LOW,1,1,0,0,5,6,0,0,TRAIN,SYNTHETIC
CASE-00222,CMP-100222,1,1,MULTI_HOP,9,3,0.375,1.5789,40256.56,3,16,4,0.7339,0,1,LOW,1,1,0,0,11,6,0,203,TRAIN,SYNTHETIC
CASE-00223,CMP-100223,0,0,NORMAL,8,0,0.3333,8,11848.5,1,16,2,,0,1,LOW,1,1,0,0,7,6,0,,TRAIN,SYNTHETIC
CASE-00224,CMP-100224,0,0,NORMAL,7,0,0.2917,7,12838.57,1,14,2,,0,1,LOW,1,1,0,0,8,6,0,,TRAIN,SYNTHETIC
CASE-00225,CMP-100225,0,0,NORMAL,10,0,0.4167,10,11395.1,1,20,2,,0,1,MEDIUM,1,1,0,0,9,6,0,,TRAIN,SYNTHETIC
CASE-00226,CMP-100226,1,1,RAPID,8,1,0.3333,8,23961.25,1,16,2,0.908,1,1,LOW,1,1,0,0,10,6,0,0,TRAIN,SYNTHETIC
CASE-00227,CMP-100227,1,1,MULTI_HOP,11,2,0.4583,1.9075,16160.55,2,21,3,0.7994,0,1,LOW,1,1,0,0,16,6,0,170,TRAIN,SYNTHETIC
CASE-00228,CMP-100228,1,1,PROXIMITY,7,1,0.2917,2.7632,10180.86,1,14,2,0.8869,0,1,LOW,1,1,0,0,14,6,0,0,TRAIN,SYNTHETIC
CASE-00229,CMP-100229,1,1,DELAYED,7,1,0.2917,0.1944,12429,1,14,2,0.9085,0,1,LOW,1,1,0,0,1,1,0,0,TRAIN,SYNTHETIC
CASE-00230,CMP-100230,0,0,NORMAL,8,0,0.3333,8,10225.13,0,16,1,,0,1,MEDIUM,1,1,0,0,14,6,0,,TRAIN,SYNTHETIC
CASE-00231,CMP-100231,1,1,RAPID,10,1,0.4167,10,12984.5,1,20,2,0.8833,1,1,HIGH,1,1,0,0,15,6,0,0,TRAIN,SYNTHETIC
CASE-00232,CMP-100232,0,0,NORMAL,8,0,0.3333,8,15225.88,1,16,2,,0,1,LOW,1,1,0,0,16,6,0,,TRAIN,SYNTHETIC
CASE-00233,CMP-100233,1,1,PROXIMITY,7,1,0.2917,7,17679.57,1,14,2,0.9158,0,1,LOW,1,1,0,0,17,6,0,0,TRAIN,SYNTHETIC
CASE-00234,CMP-100234,0,0,NORMAL,8,0,0.3333,8,6611.63,0,16,1,,0,1,LOW,1,1,0,0,18,6,0,,VALIDATION,SYNTHETIC
CASE-00235,CMP-100235,0,0,NORMAL,7,0,0.2917,7,9788.86,0,14,1,,0,1,MEDIUM,1,1,0,0,19,6,0,,VALIDATION,SYNTHETIC
CASE-00236,CMP-100236,0,0,NORMAL,7,0,0.2917,7,14650.57,1,14,2,,0,1,LOW,1,1,0,0,20,6,0,,VALIDATION,SYNTHETIC
CASE-00237,CMP-100237,1,1,MULTI_HOP,9,2,0.375,3.6986,28789.33,2,17,3,0.7932,0,1,LOW,1,1,0,0,23,6,0,75,TEST,SYNTHETIC
CASE-00238,CMP-100238,1,1,PROXIMITY,7,1,0.2917,7,15864.43,1,14,2,0.8665,0,1,LOW,1,1,0,0,22,6,0,0,TEST,SYNTHETIC
CASE-00239,CMP-100239,0,0,NORMAL,9,0,0.375,9,11763.44,1,18,2,,0,1,LOW,1,1,0,0,23,6,0,,TEST,SYNTHETIC
CASE-00240,CMP-100240,0,0,NORMAL,7,0,0.2917,7,9711.29,0,14,1,,0,1,MEDIUM,1,1,0,0,0,0,0,,TRAIN,SYNTHETIC
CASE-00241,CMP-100241,0,0,NORMAL,9,0,0.375,9,11534.11,0,18,1,,0,1,LOW,1,1,0,0,1,0,0,,TRAIN,SYNTHETIC
CASE-00242,CMP-100242,0,0,NORMAL,7,0,0.2917,7,10742,0,14,1,,0,1,HIGH,1,1,0,0,2,0,0,,TRAIN,SYNTHETIC
CASE-00243,CMP-100243,1,1,PROXIMITY,7,1,0.2917,3.7838,23041.14,1,14,2,0.8731,0,1,LOW,1,1,0,0,4,0,0,0,TRAIN,SYNTHETIC
CASE-00244,CMP-100244,1,1,DELAYED,6,0,0.25,6,13109.17,0,12,1,1,0,1,LOW,1,1,0,0,4,0,0,,TRAIN,SYNTHETIC
CASE-00245,CMP-100245,1,1,MULTI_CANDIDATE,11,1,0.4583,5.5,20381.64,1,22,2,0.8889,0,1,MEDIUM,1,1,0,0,7,0,0,0,TRAIN,SYNTHETIC
CASE-00246,CMP-100246,1,0,RAPID,9,1,0.375,9,12927.11,1,18,2,0.9358,1,1,LOW,1,1,0,0,6,0,0,0,TRAIN,SYNTHETIC
CASE-00247,CMP-100247,1,1,MULTI_HOP,10,3,0.4167,1.7595,28292.8,3,18,4,0.6534,0,1,LOW,1,1,0,0,12,0,0,211,TRAIN,SYNTHETIC
CASE-00248,CMP-100248,1,0,PROXIMITY,11,1,0.4583,4.3137,12653.55,1,22,2,0.8273,0,1,LOW,1,1,0,0,10,0,0,0,TRAIN,SYNTHETIC
CASE-00249,CMP-100249,0,0,NORMAL,10,0,0.4167,10,9469.6,0,20,1,,0,1,LOW,1,1,0,0,9,0,0,,TRAIN,SYNTHETIC
CASE-00250,CMP-100250,0,0,NORMAL,10,0,0.4167,10,8997,1,20,2,,0,1,MEDIUM,1,1,0,0,10,0,0,,TRAIN,SYNTHETIC
CASE-00251,CMP-100251,0,0,NORMAL,8,0,0.3333,8,14259.38,0,16,1,,0,1,LOW,1,1,0,0,11,0,0,,TRAIN,SYNTHETIC
CASE-00252,CMP-100252,0,0,NORMAL,10,0,0.4167,10,11740.4,1,20,2,,0,1,LOW,1,1,0,0,12,0,0,,TRAIN,SYNTHETIC
CASE-00253,CMP-100253,1,1,PROXIMITY,8,1,0.3333,6.4865,18555.63,1,16,2,0.8876,0,1,HIGH,1,1,0,0,14,0,0,0,TRAIN,SYNTHETIC
CASE-00254,CMP-100254,1,1,DELAYED,8,1,0.3333,0.2759,21692.88,1,16,2,0.8429,0,1,LOW,1,1,0,0,19,1,0,0,VALIDATION,SYNTHETIC
CASE-00255,CMP-100255,0,0,NORMAL,10,0,0.4167,10,11248.7,0,20,1,,0,1,MEDIUM,1,1,0,0,15,0,0,,VALIDATION,SYNTHETIC
CASE-00256,CMP-100256,0,0,NORMAL,9,0,0.375,9,11453.78,0,18,1,,0,1,LOW,1,1,0,0,16,0,0,,VALIDATION,SYNTHETIC
CASE-00257,CMP-100257,0,0,NORMAL,9,0,0.375,9,10889.78,0,18,1,,0,1,LOW,1,1,0,0,17,0,0,,TEST,SYNTHETIC
CASE-00258,CMP-100258,0,0,NORMAL,8,0,0.3333,8,9829.38,0,16,1,,0,1,LOW,1,1,0,0,18,0,0,,TEST,SYNTHETIC
CASE-00259,CMP-100259,0,0,NORMAL,7,0,0.2917,7,9520.86,0,14,1,,0,1,LOW,1,1,0,0,19,0,0,,TEST,SYNTHETIC
CASE-00260,CMP-100260,1,1,MULTI_CANDIDATE,9,0,0.375,9,11865.56,0,18,1,1,0,1,MEDIUM,1,1,0,0,20,0,0,,TRAIN,SYNTHETIC
CASE-00261,CMP-100261,1,1,RAPID,10,1,0.4167,10,12145.7,1,20,2,0.8662,1,1,LOW,1,1,0,0,21,0,0,0,TRAIN,SYNTHETIC
CASE-00262,CMP-100262,0,0,NORMAL,7,0,0.2917,7,13553.14,0,14,1,,0,1,LOW,1,1,0,0,22,0,0,,TRAIN,SYNTHETIC
CASE-00263,CMP-100263,1,1,PROXIMITY,9,1,0.375,9,13615.44,1,18,2,0.9233,0,1,LOW,1,1,0,0,23,0,0,0,TRAIN,SYNTHETIC
CASE-00264,CMP-100264,1,1,DELAYED,9,1,0.375,0.9,15189.33,1,18,2,0.8434,0,1,HIGH,1,1,0,0,10,1,0,0,TRAIN,SYNTHETIC
CASE-00265,CMP-100265,1,1,MULTI_CANDIDATE,8,1,0.3333,2.8235,15602.38,1,16,2,0.8299,0,1,MEDIUM,1,1,0,0,3,1,0,0,TRAIN,SYNTHETIC
CASE-00266,CMP-100266,1,1,RAPID,11,1,0.4583,11,13671.36,1,22,2,0.9325,1,1,LOW,1,1,0,0,2,1,0,0,TRAIN,SYNTHETIC
CASE-00267,CMP-100267,1,1,MULTI_HOP,8,2,0.3333,2.807,19384.63,2,15,3,0.7914,0,1,LOW,1,1,0,0,5,1,0,21,TRAIN,SYNTHETIC
CASE-00268,CMP-100268,1,1,PROXIMITY,11,1,0.4583,4.9254,18079,1,22,2,0.8774,0,1,LOW,1,1,0,0,6,1,0,0,TRAIN,SYNTHETIC
CASE-00269,CMP-100269,1,1,DELAYED,9,0,0.375,9,8613,0,18,1,1,0,1,LOW,1,1,0,0,5,1,0,,TRAIN,SYNTHETIC
CASE-00270,CMP-100270,0,0,NORMAL,7,0,0.2917,7,12373.86,0,14,1,,0,1,MEDIUM,1,1,0,0,6,1,0,,TRAIN,SYNTHETIC
CASE-00271,CMP-100271,0,0,NORMAL,6,0,0.25,6,9150.83,1,12,2,,0,1,LOW,1,1,0,0,7,1,0,,TRAIN,SYNTHETIC
CASE-00272,CMP-100272,1,1,MULTI_HOP,12,3,0.5,1.7062,29834.67,3,22,4,0.6392,0,1,LOW,1,1,0,0,15,1,0,276,TRAIN,SYNTHETIC
CASE-00273,CMP-100273,1,1,PROXIMITY,9,1,0.375,3.1765,22843.22,1,18,2,0.9,0,1,LOW,1,1,0,0,11,1,0,0,TRAIN,SYNTHETIC
CASE-00274,CMP-100274,0,0,NORMAL,8,0,0.3333,8,11006.63,0,16,1,,0,1,LOW,1,1,0,0,10,1,0,,VALIDATION,SYNTHETIC
CASE-00275,CMP-100275,1,1,MULTI_CANDIDATE,9,0,0.375,9,9082.56,0,18,1,1,0,1,HIGH,1,1,0,0,11,1,0,,VALIDATION,SYNTHETIC
CASE-00276,CMP-100276,1,1,RAPID,7,1,0.2917,7,13859.86,1,14,2,0.8754,1,1,LOW,1,1,0,0,12,1,0,0,VALIDATION,SYNTHETIC
CASE-00277,CMP-100277,0,0,NORMAL,9,0,0.375,9,13511.22,1,18,2,,0,1,LOW,1,1,0,0,13,1,0,,TEST,SYNTHETIC
CASE-00278,CMP-100278,1,1,PROXIMITY,9,1,0.375,9,21654.67,1,18,2,0.8918,0,1,LOW,1,1,0,0,14,1,0,0,TEST,SYNTHETIC
CASE-00279,CMP-100279,0,0,NORMAL,8,0,0.3333,8,8843.13,1,16,2,,0,1,LOW,1,1,0,0,15,1,0,,TEST,SYNTHETIC
CASE-00280,CMP-100280,1,1,MULTI_CANDIDATE,10,1,0.4167,6.3158,17580.4,1,19,2,0.8535,0,1.1111,MEDIUM,1,1,0,0,17,1,0,0,TRAIN,SYNTHETIC
CASE-00281,CMP-100281,1,1,RAPID,10,1,0.4167,10,17093.2,1,20,2,0.8841,1,1,LOW,1,1,0,0,17,1,0,0,TRAIN,SYNTHETIC
CASE-00282,CMP-100282,0,0,NORMAL,9,0,0.375,9,10546.78,1,18,2,,0,1,LOW,1,1,0,0,18,1,0,,TRAIN,SYNTHETIC
CASE-00283,CMP-100283,1,1,PROXIMITY,9,1,0.375,4.5763,12294.44,1,18,2,0.8363,0,1,LOW,1,1,0,0,20,1,0,0,TRAIN,SYNTHETIC
CASE-00284,CMP-100284,1,1,DELAYED,10,1,0.4167,0.4545,10971.8,1,20,2,0.9196,0,1,LOW,1,1,0,0,18,2,0,0,TRAIN,SYNTHETIC
CASE-00285,CMP-100285,0,0,NORMAL,8,0,0.3333,8,15719.38,1,16,2,,0,1,MEDIUM,1,1,0,0,21,1,0,,TRAIN,SYNTHETIC
CASE-00286,CMP-100286,0,0,NORMAL,8,0,0.3333,8,13069.13,0,16,1,,0,1,HIGH,1,1,0,0,22,1,0,,TRAIN,SYNTHETIC
CASE-00287,CMP-100287,1,1,MULTI_HOP,10,3,0.4167,3.125,33052.6,3,18,4,0.6924,0,1,LOW,1,1,0,0,2,2,0,130,TRAIN,SYNTHETIC
CASE-00288,CMP-100288,1,1,PROXIMITY,7,1,0.2917,4.6154,22966.86,1,14,2,0.8821,0,1,LOW,1,1,0,0,1,2,0,0,TRAIN,SYNTHETIC
CASE-00289,CMP-100289,0,0,NORMAL,8,0,0.3333,8,8245.88,0,16,1,,0,1,LOW,1,1,0,0,1,2,0,,TRAIN,SYNTHETIC
CASE-00290,CMP-100290,0,0,NORMAL,8,0,0.3333,8,12447.75,1,16,2,,0,1,MEDIUM,1,1,0,0,2,2,0,,TRAIN,SYNTHETIC
CASE-00291,CMP-100291,0,0,NORMAL,9,0,0.375,9,12612.67,1,18,2,,0,1,LOW,1,1,0,0,3,2,0,,TRAIN,SYNTHETIC
CASE-00292,CMP-100292,1,0,MULTI_HOP,9,3,0.375,2.0532,28170.78,3,16,4,0.7731,0,1,LOW,1,1,0,0,8,2,0,196,TRAIN,SYNTHETIC
CASE-00293,CMP-100293,0,0,NORMAL,10,0,0.4167,10,10857.2,0,20,1,,0,1,LOW,1,1,0,0,5,2,0,,TRAIN,SYNTHETIC
CASE-00294,CMP-100294,1,1,DELAYED,9,1,0.375,0.6923,18126.33,1,18,2,0.9312,0,1,LOW,1,1,0,0,19,2,0,0,VALIDATION,SYNTHETIC
CASE-00295,CMP-100295,1,1,MULTI_CANDIDATE,7,1,0.2917,7,24097.71,1,14,2,0.9392,0,1,MEDIUM,1,1,0,0,7,2,0,0,VALIDATION,SYNTHETIC
CASE-00296,CMP-100296,1,1,RAPID,9,1,0.375,9,12398.67,1,18,2,0.84,1,1,LOW,1,1,0,0,8,2,0,0,VALIDATION,SYNTHETIC
CASE-00297,CMP-100297,0,0,NORMAL,7,0,0.2917,7,7589,1,14,2,,0,1,HIGH,1,1,0,0,9,2,0,,TEST,SYNTHETIC
CASE-00298,CMP-100298,1,0,PROXIMITY,11,1,0.4583,8.9189,21018.55,1,22,2,0.907,0,1,LOW,1,1,0,0,11,2,0,0,TEST,SYNTHETIC
CASE-00299,CMP-100299,0,0,NORMAL,8,0,0.3333,8,12875.13,0,16,1,,0,1,LOW,1,1,0,0,11,2,0,,TEST,SYNTHETIC
CASE-00300,CMP-100300,1,1,MULTI_CANDIDATE,10,1,0.4167,10,17842,1,20,2,0.894,0,1,MEDIUM,1,1,0,0,13,2,0,0,TRAIN,SYNTHETIC
CASE-00301,CMP-100301,1,1,RAPID,11,1,0.4583,11,7933.64,1,22,2,0.8757,1,1,LOW,1,1,0,0,13,2,0,0,TRAIN,SYNTHETIC
CASE-00302,CMP-100302,0,0,NORMAL,7,0,0.2917,7,13054.57,1,14,2,,0,1,LOW,1,1,0,0,14,2,0,,TRAIN,SYNTHETIC
CASE-00303,CMP-100303,0,0,NORMAL,9,0,0.375,9,12699.89,1,18,2,,0,1,LOW,1,1,0,0,15,2,0,,TRAIN,SYNTHETIC
CASE-00304,CMP-100304,1,1,DELAYED,9,0,0.375,9,7951.56,0,18,1,1,0,1,LOW,1,1,0,0,16,2,0,,TRAIN,SYNTHETIC
CASE-00305,CMP-100305,1,1,MULTI_CANDIDATE,8,1,0.3333,7.3846,14952.63,1,16,2,0.9256,0,1,MEDIUM,1,1,0,0,18,2,0,0,TRAIN,SYNTHETIC
CASE-00306,CMP-100306,1,1,RAPID,7,1,0.2917,7,15099.14,1,14,2,0.9097,1,1,LOW,1,1,0,0,18,2,0,0,TRAIN,SYNTHETIC
CASE-00307,CMP-100307,1,1,MULTI_HOP,10,2,0.4167,5.1282,15312.3,2,19,3,0.7587,0,1,LOW,1,1,0,0,20,2,0,94,TRAIN,SYNTHETIC
CASE-00308,CMP-100308,1,1,PROXIMITY,10,1,0.4167,10,14903.2,1,20,2,0.858,0,1,HIGH,1,1,0,0,20,2,0,0,TRAIN,SYNTHETIC
CASE-00309,CMP-100309,1,1,DELAYED,7,0,0.2917,7,8809.57,0,14,1,1,0,1,LOW,1,1,0,0,21,2,0,,TRAIN,SYNTHETIC
