withdrawal_id,case_id,transaction_id,account_id,amount,timestamp,atm_id,latitude,longitude,withdrawal_status,source_type
WDR-0000170,CASE-00174,TXN-0001475,ACC-00870,56974,2026-01-10T02:00:00.000Z,ATM-115,13.036717,80.257717,SUCCESS,SYNTHETIC
WDR-0000171,CASE-00174,TXN-0001475,ACC-00870,42314,2026-01-10T02:43:00.000Z,ATM-100,11.074176,77.06392,SUCCESS,SYNTHETIC
WDR-0000172,CASE-00178,TXN-0001501,ACC-00922,17327,2026-01-08T13:10:00.000Z,ATM-039,17.398816,78.578246,SUCCESS,SYNTHETIC
WDR-0000173,CASE-00178,TXN-0001501,ACC-00922,17449,2026-01-08T13:24:00.000Z,ATM-047,18.475504,73.768893,SUCCESS,SYNTHETIC
WDR-0000174,CASE-00188,TXN-0001587,ACC-01052,23506,2026-01-08T23:25:00.000Z,ATM-029,18.618022,73.84155,SUCCESS,SYNTHETIC
WDR-0000175,CASE-00188,TXN-0001587,ACC-01052,27145,2026-01-09T00:52:00.000Z,ATM-117,17.449586,78.549354,SUCCESS,SYNTHETIC
WDR-0000176,CASE-00189,TXN-0001596,ACC-01065,12118,2026-01-11T03:00:00.000Z,ATM-040,11.002278,76.97306,SUCCESS,SYNTHETIC
WDR-0000177,CASE-00189,TXN-0001596,ACC-01065,8671,2026-01-11T03:25:00.000Z,ATM-041,18.484532,73.877873,SUCCESS,SYNTHETIC
WDR-0000178,CASE-00189,TXN-0001596,ACC-01065,9630,2026-01-11T04:30:00.000Z,ATM-004,10.96691,76.983244,SUCCESS,SYNTHETIC
WDR-0000179,CASE-00191,TXN-0001613,ACC-01091,14237,2026-01-08T23:26:00.000Z,ATM-062,13.001358,77.677303,SUCCESS,SYNTHETIC
WDR-0000180,CASE-00191,TXN-0001613,ACC-01091,13189,2026-01-09T00:49:00.000Z,ATM-063,17.474796,78.422678,SUCCESS,SYNTHETIC
WDR-0000181,CASE-00191,TXN-0001613,ACC-01091,10390,2026-01-09T01:17:00.000Z,ATM-008,12.904996,77.59476,SUCCESS,SYNTHETIC
WDR-0000182,CASE-00194,TXN-0001640,ACC-00389,26756,2026-01-09T19:00:00.000Z,ATM-095,18.626988,73.85494,SUCCESS,SYNTHETIC
WDR-0000183,CASE-00194,TXN-0001640,ACC-00389,33001,2026-01-09T19:45:00.000Z,ATM-098,12.876855,77.521846,SUCCESS,SYNTHETIC
WDR-0000184,CASE-00200,TXN-0001692,ACC-01208,13105,2026-01-09T10:53:00.000Z,ATM-041,18.484532,73.877873,SUCCESS,SYNTHETIC
WDR-0000185,CASE-00200,TXN-0001692,ACC-01208,17601,2026-01-09T11:40:00.000Z,ATM-042,16.467251,80.698471,SUCCESS,SYNTHETIC
WDR-0000186,CASE-00200,TXN-0001692,ACC-01208,16752,2026-01-09T12:29:00.000Z,ATM-058,10.978603,77.020134,SUCCESS,SYNTHETIC
WDR-0000187,CASE-00201,TXN-0001700,ACC-01221,25124,2026-01-09T09:45:00.000Z,ATM-052,11.120804,76.885047,SUCCESS,SYNTHETIC
WDR-0000188,CASE-00201,TXN-0001700,ACC-01221,22042,2026-01-09T10:56:00.000Z,ATM-001,13.104943,80.259324,SUCCESS,SYNTHETIC
WDR-0000189,CASE-00202,TXN-0001709,ACC-01235,7217,2026-01-09T11:49:00.000Z,ATM-063,17.474796,78.422678,SUCCESS,SYNTHETIC
WDR-0000190,CASE-00202,TXN-0001709,ACC-01235,6364,2026-01-09T12:00:00.000Z,ATM-115,13.036717,80.257717,SUCCESS,SYNTHETIC
WDR-0000191,CASE-00203,TXN-0001716,ACC-01247,44565,2026-01-09T13:20:00.000Z,ATM-074,12.953638,77.63555,SUCCESS,SYNTHETIC
WDR-0000192,CASE-00203,TXN-0001716,ACC-01247,58242,2026-01-09T14:44:00.000Z,ATM-102,16.580335,80.725652,SUCCESS,SYNTHETIC
WDR-0000193,CASE-00204,TXN-0001724,ACC-00409,42409,2026-01-10T17:00:00.000Z,ATM-085,13.099758,80.206391,SUCCESS,SYNTHETIC
WDR-0000194,CASE-00204,TXN-0001724,ACC-00409,61857,2026-01-10T18:00:00.000Z,ATM-063,17.474796,78.422678,SUCCESS,SYNTHETIC
WDR-0000195,CASE-00210,TXN-0001769,ACC-00421,56464,2026-01-09T18:30:00.000Z,ATM-031,12.997107,80.164185,SUCCESS,SYNTHETIC
WDR-0000196,CASE-00210,TXN-0001769,ACC-00421,52224,2026-01-09T19:14:00.000Z,ATM-032,12.940898,77.590579,SUCCESS,SYNTHETIC
WDR-0000197,CASE-00210,TXN-0001769,ACC-00421,52658,2026-01-09T20:04:00.000Z,ATM-075,17.362673,78.450647,SUCCESS,SYNTHETIC
WDR-0000198,CASE-00211,TXN-0001776,ACC-01351,13850,2026-01-09T19:40:00.000Z,ATM-042,16.467251,80.698471,SUCCESS,SYNTHETIC
WDR-0000199,CASE-00211,TXN-0001776,ACC-01351,13175,2026-01-09T19:59:00.000Z,ATM-065,18.450885,73.757144,SUCCESS,SYNTHETIC
WDR-0000200,CASE-00213,TXN-0001792,ACC-01377,36504,2026-01-09T21:32:00.000Z,ATM-064,11.039665,76.953433,SUCCESS,SYNTHETIC
WDR-0000201,CASE-00213,TXN-0001792,ACC-01377,30968,2026-01-09T22:40:00.000Z,ATM-065,18.450885,73.757144,SUCCESS,SYNTHETIC
WDR-0000202,CASE-00213,TXN-0001792,ACC-01377,35776,2026-01-09T23:00:00.000Z,ATM-052,11.120804,76.885047,SUCCESS,SYNTHETIC
WDR-0000203,CASE-00216,TXN-0001815,ACC-00016,47544,2026-01-10T00:46:00.000Z,ATM-097,13.136297,80.17248,SUCCESS,SYNTHETIC
WDR-0000204,CASE-00216,TXN-0001815,ACC-00016,36959,2026-01-10T01:39:00.000Z,ATM-007,13.136762,80.22824,SUCCESS,SYNTHETIC
WDR-0000205,CASE-00217,TXN-0001827,ACC-00030,27700,2026-01-10T05:02:00.000Z,ATM-108,16.429551,80.618465,SUCCESS,SYNTHETIC
WDR-0000206,CASE-00217,TXN-0001827,ACC-00030,24234,2026-01-10T05:31:00.000Z,ATM-109,12.977093,80.179511,SUCCESS,SYNTHETIC
WDR-0000207,CASE-00217,TXN-0001827,ACC-00030,34377,2026-01-10T06:13:00.000Z,ATM-048,16.549479,80.606927,SUCCESS,SYNTHETIC
WDR-0000208,CASE-00219,TXN-0001844,ACC-00055,15518,2026-01-12T06:00:00.000Z,ATM-010,10.907645,76.949372,SUCCESS,SYNTHETIC
WDR-0000209,CASE-00219,TXN-0001844,ACC-00055,14950,2026-01-12T07:15:00.000Z,ATM-034,10.923868,77.004112,SUCCESS,SYNTHETIC
WDR-0000210,CASE-00221,TXN-0001861,ACC-00081,9249,2026-01-10T05:30:00.000Z,ATM-032,12.940898,77.590579,SUCCESS,SYNTHETIC
WDR-0000211,CASE-00221,TXN-0001861,ACC-00081,11556,2026-01-10T06:09:00.000Z,ATM-026,12.878033,77.629769,SUCCESS,SYNTHETIC
WDR-0000212,CASE-00222,TXN-0001870,ACC-00096,37925,2026-01-10T12:13:00.000Z,ATM-043,13.037646,80.259648,SUCCESS,SYNTHETIC
WDR-0000213,CASE-00222,TXN-0001870,ACC-00096,40209,2026-01-10T13:20:00.000Z,ATM-044,13.047088,77.637514,SUCCESS,SYNTHETIC
WDR-0000214,CASE-00222,TXN-0001870,ACC-00096,44291,2026-01-10T13:55:00.000Z,ATM-044,13.047088,77.637514,SUCCESS,SYNTHETIC
WDR-0000215,CASE-00226,TXN-0001903,ACC-00146,45513,2026-01-10T10:10:00.000Z,ATM-087,17.431651,78.577478,SUCCESS,SYNTHETIC
WDR-0000216,CASE-00226,TXN-0001903,ACC-00146,58946,2026-01-10T10:20:00.000Z,ATM-020,12.984052,77.61588,SUCCESS,SYNTHETIC
WDR-0000217,CASE-00227,TXN-0001914,ACC-00160,18781,2026-01-10T17:04:00.000Z,ATM-098,12.876855,77.521846,SUCCESS,SYNTHETIC
WDR-0000218,CASE-00227,TXN-0001914,ACC-00160,16945,2026-01-10T17:41:00.000Z,ATM-078,16.5164,80.667646,SUCCESS,SYNTHETIC
WDR-0000219,CASE-00228,TXN-0001921,ACC-00172,9024,2026-01-10T14:41:00.000Z,ATM-109,12.977093,80.179511,SUCCESS,SYNTHETIC
WDR-0000220,CASE-00228,TXN-0001921,ACC-00172,9802,2026-01-10T15:29:00.000Z,ATM-110,13.004084,77.6444,SUCCESS,SYNTHETIC
WDR-0000221,CASE-00228,TXN-0001921,ACC-00172,7890,2026-01-10T15:48:00.000Z,ATM-037,13.08717,80.341516,SUCCESS,SYNTHETIC
WDR-0000222,CASE-00229,TXN-0001928,ACC-00185,15699,2026-01-13T08:00:00.000Z,ATM-120,16.499386,80.638993,SUCCESS,SYNTHETIC
WDR-0000223,CASE-00229,TXN-0001928,ACC-00185,21087,2026-01-13T08:35:00.000Z,ATM-001,13.104943,80.259324,SUCCESS,SYNTHETIC
WDR-0000224,CASE-00229,TXN-0001928,ACC-00185,18297,2026-01-13T08:47:00.000Z,ATM-051,17.455829,78.405295,SUCCESS,SYNTHETIC
WDR-0000225,CASE-00231,TXN-0001946,ACC-00211,20347,2026-01-10T15:11:00.000Z,ATM-022,10.952892,76.912599,SUCCESS,SYNTHETIC
WDR-0000226,CASE-00231,TXN-0001946,ACC-00211,19833,2026-01-10T15:58:00.000Z,ATM-083,18.479529,73.774181,SUCCESS,SYNTHETIC
WDR-0000227,CASE-00233,TXN-0001961,ACC-00237,18817,2026-01-10T17:59:00.000Z,ATM-044,13.047088,77.637514,SUCCESS,SYNTHETIC
WDR-0000228,CASE-00233,TXN-0001961,ACC-00237,17360,2026-01-10T19:25:00.000Z,ATM-072,16.519612,80.602351,SUCCESS,SYNTHETIC
WDR-0000229,CASE-00237,TXN-0001992,ACC-00290,41741,2026-01-10T23:58:00.000Z,ATM-088,11.085374,76.94246,SUCCESS,SYNTHETIC
WDR-0000230,CASE-00237,TXN-0001992,ACC-00290,39956,2026-01-11T00:37:00.000Z,ATM-106,11.113057,76.983507,SUCCESS,SYNTHETIC
WDR-0000231,CASE-00238,TXN-0001999,ACC-00302,15787,2026-01-10T22:45:00.000Z,ATM-099,17.386439,78.525565,SUCCESS,SYNTHETIC
WDR-0000232,CASE-00238,TXN-0001999,ACC-00302,21146,2026-01-10T23:42:00.000Z,ATM-107,18.482853,73.932527,SUCCESS,SYNTHETIC
WDR-0000233,CASE-00243,TXN-0002038,ACC-00367,47179,2026-01-11T05:18:00.000Z,ATM-034,10.923868,77.004112,SUCCESS,SYNTHETIC
WDR-0000234,CASE-00243,TXN-0002038,ACC-00367,59146,2026-01-11T06:28:00.000Z,ATM-035,18.616071,73.807915,SUCCESS,SYNTHETIC
WDR-0000235,CASE-00243,TXN-0002038,ACC-00367,55419,2026-01-11T07:28:00.000Z,ATM-022,10.952892,76.912599,FAILED,SYNTHETIC
WDR-0000236,CASE-00244,TXN-0002044,ACC-00489,22379,2026-01-12T07:00:00.000Z,ATM-045,17.493683,78.572544,SUCCESS,SYNTHETIC
WDR-0000237,CASE-00244,TXN-0002044,ACC-00489,22720,2026-01-12T07:33:00.000Z,ATM-022,10.952892,76.912599,SUCCESS,SYNTHETIC
WDR-0000238,CASE-00245,TXN-0002055,ACC-00393,47783,2026-01-11T07:13:00.000Z,ATM-056,12.935505,77.53013,SUCCESS,SYNTHETIC
WDR-0000239,CASE-00245,TXN-0002055,ACC-00393,38962,2026-01-11T08:29:00.000Z,ATM-009,17.426055,78.511037,SUCCESS,SYNTHETIC
WDR-0000240,CASE-00247,TXN-0002074,ACC-00421,25465,2026-01-11T12:52:00.000Z,ATM-078,16.5164,80.667646,SUCCESS,SYNTHETIC
WDR-0000241,CASE-00247,TXN-0002074,ACC-00421,30798,2026-01-11T13:07:00.000Z,ATM-007,13.136762,80.22824,SUCCESS,SYNTHETIC
WDR-0000242,CASE-00253,TXN-0002131,ACC-00497,40817,2026-01-11T14:21:00.000Z,ATM-024,16.507959,80.582922,SUCCESS,SYNTHETIC
WDR-0000243,CASE-00253,TXN-0002131,ACC-00497,52873,2026-01-11T15:28:00.000Z,ATM-092,12.893851,77.620724,SUCCESS,SYNTHETIC
WDR-0000244,CASE-00254,TXN-0002139,ACC-00510,55612,2026-01-14T08:00:00.000Z,ATM-035,18.616071,73.807915,SUCCESS,SYNTHETIC
WDR-0000245,CASE-00254,TXN-0002139,ACC-00510,41142,2026-01-14T08:52:00.000Z,ATM-036,16.551649,80.577517,SUCCESS,SYNTHETIC
WDR-0000246,CASE-00254,TXN-0002139,ACC-00510,39191,2026-01-14T09:44:00.000Z,ATM-043,13.037646,80.259648,SUCCESS,SYNTHETIC
WDR-0000247,CASE-00260,TXN-0002191,ACC-00521,20856,2026-01-11T20:34:00.000Z,ATM-101,18.589915,73.885655,SUCCESS,SYNTHETIC
WDR-0000248,CASE-00260,TXN-0002191,ACC-00521,21312,2026-01-11T21:07:00.000Z,ATM-076,11.103841,76.91781,SUCCESS,SYNTHETIC
WDR-0000249,CASE-00261,TXN-0002201,ACC-00601,14136,2026-01-11T21:41:00.000Z,ATM-112,11.009374,77.001445,SUCCESS,SYNTHETIC
WDR-0000250,CASE-00261,TXN-0002201,ACC-00601,14929,2026-01-11T22:13:00.000Z,ATM-047,18.475504,73.768893,SUCCESS,SYNTHETIC
WDR-0000251,CASE-00263,TXN-0002217,ACC-00627,5651,2026-01-12T00:16:00.000Z,ATM-014,12.902452,77.65698,SUCCESS,SYNTHETIC
WDR-0000252,CASE-00263,TXN-0002217,ACC-00627,6768,2026-01-12T01:25:00.000Z,ATM-042,16.467251,80.698471,SUCCESS,SYNTHETIC
WDR-0000253,CASE-00264,TXN-0002226,ACC-00640,19969,2026-01-13T10:00:00.000Z,ATM-025,13.035226,80.225158,SUCCESS,SYNTHETIC
WDR-0000254,CASE-00264,TXN-0002226,ACC-00640,15519,2026-01-13T10:52:00.000Z,ATM-053,18.566475,73.900632,SUCCESS,SYNTHETIC
WDR-0000255,CASE-00265,TXN-0002234,ACC-00653,22686,2026-01-12T03:58:00.000Z,ATM-036,16.551649,80.577517,SUCCESS,SYNTHETIC
WDR-0000256,CASE-00265,TXN-0002234,ACC-00653,28433,2026-01-12T04:19:00.000Z,ATM-037,13.08717,80.341516,SUCCESS,SYNTHETIC
WDR-0000257,CASE-00265,TXN-0002234,ACC-00653,28092,2026-01-12T05:34:00.000Z,ATM-071,18.446451,73.784283,SUCCESS,SYNTHETIC
WDR-0000258,CASE-00266,TXN-0002245,ACC-00666,20694,2026-01-12T02:34:00.000Z,ATM-047,18.475504,73.768893,SUCCESS,SYNTHETIC
WDR-0000259,CASE-00266,TXN-0002245,ACC-00666,17714,2026-01-12T02:47:00.000Z,ATM-026,12.878033,77.629769,SUCCESS,SYNTHETIC
WDR-0000260,CASE-00267,TXN-0002253,ACC-00680,25546,2026-01-12T06:13:00.000Z,ATM-058,10.978603,77.020134,SUCCESS,SYNTHETIC
WDR-0000261,CASE-00267,TXN-0002253,ACC-00680,21686,2026-01-12T07:29:00.000Z,ATM-057,17.413359,78.571813,SUCCESS,SYNTHETIC
WDR-0000262,CASE-00268,TXN-0002264,ACC-00692,43161,2026-01-12T06:43:00.000Z,ATM-069,17.323597,78.595274,SUCCESS,SYNTHETIC
WDR-0000263,CASE-00268,TXN-0002264,ACC-00692,35991,2026-01-12T07:11:00.000Z,ATM-077,18.519358,73.881091,SUCCESS,SYNTHETIC
WDR-0000264,CASE-00269,TXN-0002273,ACC-00539,28296,2026-01-13T03:00:00.000Z,ATM-080,12.927332,77.555124,SUCCESS,SYNTHETIC
WDR-0000265,CASE-00269,TXN-0002273,ACC-00539,31022,2026-01-13T03:31:00.000Z,ATM-081,17.422245,78.425296,SUCCESS,SYNTHETIC
WDR-0000266,CASE-00269,TXN-0002273,ACC-00539,31850,2026-01-13T03:54:00.000Z,ATM-072,16.519612,80.602351,FAILED,SYNTHETIC
WDR-0000267,CASE-00272,TXN-0002298,ACC-00746,33820,2026-01-12T15:23:00.000Z,ATM-113,18.442334,73.806782,SUCCESS,SYNTHETIC
WDR-0000268,CASE-00272,TXN-0002298,ACC-00746,38792,2026-01-12T15:47:00.000Z,ATM-114,16.42681,80.548489,SUCCESS,SYNTHETIC
WDR-0000269,CASE-00272,TXN-0002298,ACC-00746,37710,2026-01-12T17:03:00.000Z,ATM-118,10.949904,76.992399,SUCCESS,SYNTHETIC
WDR-0000270,CASE-00273,TXN-0002307,ACC-00757,36491,2026-01-12T12:28:00.000Z,ATM-004,10.96691,76.983244,SUCCESS,SYNTHETIC
WDR-0000271,CASE-00273,TXN-0002307,ACC-00757,47219,2026-01-12T13:45:00.000Z,ATM-112,11.009374,77.001445,SUCCESS,SYNTHETIC
WDR-0000272,CASE-00275,TXN-0002324,ACC-00551,45074,2026-01-12T11:18:00.000Z,ATM-026,12.878033,77.629769,FAILED,SYNTHETIC
WDR-0000273,CASE-00275,TXN-0002324,ACC-00551,45646,2026-01-12T11:42:00.000Z,ATM-098,12.876855,77.521846,SUCCESS,SYNTHETIC
WDR-0000274,CASE-00276,TXN-0002331,ACC-00796,17332,2026-01-12T12:44:00.000Z,ATM-037,13.08717,80.341516,SUCCESS,SYNTHETIC
WDR-0000275,CASE-00276,TXN-0002331,ACC-00796,15796,2026-01-12T13:55:00.000Z,ATM-012,16.526511,80.544938,SUCCESS,SYNTHETIC
WDR-0000276,CASE-00278,TXN-0002349,ACC-00822,52426,2026-01-12T14:37:00.000Z,ATM-059,18.496848,73.775606,SUCCESS,SYNTHETIC
WDR-0000277,CASE-00278,TXN-0002349,ACC-00822,42106,2026-01-12T15:48:00.000Z,ATM-027,17.424769,78.529179,SUCCESS,SYNTHETIC
WDR-0000278,CASE-00280,TXN-0002367,ACC-00848,21185,2026-01-12T18:17:00.000Z,ATM-081,17.422245,78.425296,SUCCESS,SYNTHETIC
WDR-0000279,CASE-00280,TXN-0002367,ACC-00848,30194,2026-01-12T19:13:00.000Z,ATM-082,10.944047,76.998697,SUCCESS,SYNTHETIC
WDR-0000280,CASE-00280,TXN-0002367,ACC-00848,30585,2026-01-12T19:38:00.000Z,ATM-082,10.944047,76.998697,SUCCESS,SYNTHETIC
WDR-0000281,CASE-00281,TXN-0002377,ACC-00861,20902,2026-01-12T17:21:00.000Z,ATM-092,12.893851,77.620724,SUCCESS,SYNTHETIC
WDR-0000282,CASE-00281,TXN-0002377,ACC-00861,18335,2026-01-12T18:20:00.000Z,ATM-021,17.328938,78.518753,SUCCESS,SYNTHETIC
WDR-0000283,CASE-00283,TXN-0002395,ACC-00887,7313,2026-01-12T21:14:00.000Z,ATM-114,16.42681,80.548489,SUCCESS,SYNTHETIC
WDR-0000284,CASE-00283,TXN-0002395,ACC-00887,6705,2026-01-12T22:39:00.000Z,ATM-115,13.036717,80.257717,SUCCESS,SYNTHETIC
WDR-0000285,CASE-00283,TXN-0002395,ACC-00887,5862,2026-01-12T23:47:00.000Z,ATM-062,13.001358,77.677303,FAILED,SYNTHETIC
WDR-0000286,CASE-00284,TXN-0002405,ACC-00900,20515,2026-01-15T16:00:00.000Z,ATM-005,18.600804,73.85061,SUCCESS,SYNTHETIC
WDR-0000287,CASE-00284,TXN-0002405,ACC-00900,18788,2026-01-15T16:54:00.000Z,ATM-030,16.603505,80.568206,SUCCESS,SYNTHETIC
WDR-0000288,CASE-00287,TXN-0002431,ACC-00941,30734,2026-01-13T02:33:00.000Z,ATM-038,12.88813,77.70364,FAILED,SYNTHETIC
WDR-0000289,CASE-00287,TXN-0002431,ACC-00941,37466,2026-01-13T03:21:00.000Z,ATM-020,12.984052,77.61588,SUCCESS,SYNTHETIC
WDR-0000290,CASE-00288,TXN-0002438,ACC-00952,41943,2026-01-13T02:13:00.000Z,ATM-049,13.145607,80.359751,SUCCESS,SYNTHETIC
WDR-0000291,CASE-00288,TXN-0002438,ACC-00952,30515,2026-01-13T02:59:00.000Z,ATM-097,13.136297,80.17248,SUCCESS,SYNTHETIC
WDR-0000292,CASE-00294,TXN-0002491,ACC-01030,32575,2026-01-14T14:00:00.000Z,ATM-115,13.036717,80.257717,FAILED,SYNTHETIC
WDR-0000293,CASE-00294,TXN-0002491,ACC-01030,38972,2026-01-14T14:12:00.000Z,ATM-063,17.474796,78.422678,SUCCESS,SYNTHETIC
WDR-0000294,CASE-00295,TXN-0002498,ACC-01043,46637,2026-01-13T08:00:00.000Z,ATM-006,16.451183,80.732053,SUCCESS,SYNTHETIC
WDR-0000295,CASE-00295,TXN-0002498,ACC-01043,50762,2026-01-13T08:40:00.000Z,ATM-019,12.980937,80.172006,SUCCESS,SYNTHETIC
WDR-0000296,CASE-00296,TXN-0002507,ACC-01056,20792,2026-01-13T08:31:00.000Z,ATM-017,18.517703,73.924685,SUCCESS,SYNTHETIC
WDR-0000297,CASE-00296,TXN-0002507,ACC-01056,19332,2026-01-13T09:14:00.000Z,ATM-038,12.88813,77.70364,FAILED,SYNTHETIC
WDR-0000298,CASE-00300,TXN-0002543,ACC-01108,25542,2026-01-13T13:12:00.000Z,ATM-061,12.974796,80.322933,SUCCESS,SYNTHETIC
WDR-0000299,CASE-00300,TXN-0002543,ACC-01108,32498,2026-01-13T14:20:00.000Z,ATM-062,13.001358,77.677303,SUCCESS,SYNTHETIC
WDR-0000300,CASE-00300,TXN-0002543,ACC-01108,28118,2026-01-13T15:31:00.000Z,ATM-025,13.035226,80.225158,FAILED,SYNTHETIC
WDR-0000301,CASE-00301,TXN-0002554,ACC-01121,4935,2026-01-13T13:44:00.000Z,ATM-072,16.519612,80.602351,SUCCESS,SYNTHETIC
WDR-0000302,CASE-00301,TXN-0002554,ACC-01121,6153,2026-01-13T13:54:00.000Z,ATM-104,12.959919,77.677844,SUCCESS,SYNTHETIC
WDR-0000303,CASE-00304,TXN-0002579,ACC-00609,11766,2026-01-14T20:00:00.000Z,ATM-105,17.424818,78.453535,FAILED,SYNTHETIC
WDR-0000304,CASE-00304,TXN-0002579,ACC-00609,10900,2026-01-14T20:42:00.000Z,ATM-064,11.039665,76.953433,SUCCESS,SYNTHETIC
WDR-0000305,CASE-00305,TXN-0002587,ACC-01173,15043,2026-01-13T18:23:00.000Z,ATM-116,12.986728,77.642202,SUCCESS,SYNTHETIC
WDR-0000306,CASE-00305,TXN-0002587,ACC-01173,17364,2026-01-13T19:07:00.000Z,ATM-001,13.104943,80.259324,SUCCESS,SYNTHETIC
WDR-0000307,CASE-00306,TXN-0002594,ACC-01186,22420,2026-01-13T18:21:00.000Z,ATM-007,13.136762,80.22824,SUCCESS,SYNTHETIC
WDR-0000308,CASE-00306,TXN-0002594,ACC-01186,24023,2026-01-13T19:19:00.000Z,ATM-069,17.323597,78.595274,SUCCESS,SYNTHETIC
WDR-0000309,CASE-00307,TXN-0002604,ACC-01200,16666,2026-01-13T21:09:00.000Z,ATM-018,16.466482,80.636977,SUCCESS,SYNTHETIC
WDR-0000310,CASE-00307,TXN-0002604,ACC-01200,18509,2026-01-13T21:53:00.000Z,ATM-019,12.980937,80.172006,SUCCESS,SYNTHETIC
WDR-0000311,CASE-00307,TXN-0002604,ACC-01200,19425,2026-01-13T22:25:00.000Z,ATM-038,12.88813,77.70364,SUCCESS,SYNTHETIC
WDR-0000312,CASE-00308,TXN-0002614,ACC-01212,33011,2026-01-13T21:14:00.000Z,ATM-029,18.618022,73.84155,SUCCESS,SYNTHETIC
WDR-0000313,CASE-00308,TXN-0002614,ACC-01212,28432,2026-01-13T22:32:00.000Z,ATM-117,17.449586,78.549354,SUCCESS,SYNTHETIC
WDR-0000314,CASE-00309,TXN-0002621,ACC-00619,28385,2026-01-15T08:00:00.000Z,ATM-040,11.002278,76.97306,SUCCESS,SYNTHETIC
WDR-0000315,CASE-00309,TXN-0002621,ACC-00619,37114,2026-01-15T09:13:00.000Z,ATM-048,16.549479,80.606927,SUCCESS,SYNTHETIC
WDR-0000316,CASE-00312,TXN-0002649,ACC-01265,34269,2026-01-14T04:29:00.000Z,ATM-073,13.059524,80.25627,SUCCESS,SYNTHETIC
WDR-0000317,CASE-00312,TXN-0002649,ACC-01265,33436,2026-01-14T05:00:00.000Z,ATM-074,12.953638,77.63555,FAILED,SYNTHETIC
WDR-0000318,CASE-00312,TXN-0002649,ACC-01265,38783,2026-01-14T06:11:00.000Z,ATM-113,18.442334,73.806782,SUCCESS,SYNTHETIC
WDR-0000319,CASE-00315,TXN-0002674,ACC-01303,17261,2026-01-14T06:12:00.000Z,ATM-106,11.113057,76.983507,FAILED,SYNTHETIC
WDR-0000320,CASE-00315,TXN-0002674,ACC-01303,15196,2026-01-14T07:27:00.000Z,ATM-039,17.398816,78.578246,SUCCESS,SYNTHETIC
WDR-0000321,CASE-00317,TXN-0002696,ACC-01331,15652,2026-01-14T09:53:00.000Z,ATM-008,12.904996,77.59476,SUCCESS,SYNTHETIC
WDR-0000322,CASE-00317,TXN-0002696,ACC-01331,12539,2026-01-14T10:40:00.000Z,ATM-049,13.145607,80.359751,SUCCESS,SYNTHETIC
WDR-0000323,CASE-00319,TXN-0002712,ACC-01355,8762,2026-01-15T12:00:00.000Z,ATM-030,16.603505,80.568206,SUCCESS,SYNTHETIC
WDR-0000324,CASE-00319,TXN-0002712,ACC-01355,7964,2026-01-15T12:56:00.000Z,ATM-031,12.997107,80.164185,SUCCESS,SYNTHETIC
WDR-0000325,CASE-00319,TXN-0002712,ACC-01355,6982,2026-01-15T13:33:00.000Z,ATM-096,16.585286,80.723502,SUCCESS,SYNTHETIC
WDR-0000326,CASE-00327,TXN-0002786,ACC-00061,17764,2026-01-14T20:45:00.000Z,ATM-118,10.949904,76.992399,SUCCESS,SYNTHETIC
WDR-0000327,CASE-00327,TXN-0002786,ACC-00061,17228,2026-01-14T21:10:00.000Z,ATM-119,18.524317,73.84428,SUCCESS,SYNTHETIC
WDR-0000328,CASE-00327,TXN-0002786,ACC-00061,15813,2026-01-14T21:56:00.000Z,ATM-032,12.940898,77.590579,SUCCESS,SYNTHETIC
WDR-0000329,CASE-00330,TXN-0002813,ACC-00098,28553,2026-01-14T20:05:00.000Z,ATM-031,12.997107,80.164185,SUCCESS,SYNTHETIC
WDR-0000330,CASE-00330,TXN-0002813,ACC-00098,26114,2026-01-14T20:32:00.000Z,ATM-041,18.484532,73.877873,SUCCESS,SYNTHETIC
WDR-0000331,CASE-00331,TXN-0002822,ACC-00111,6756,2026-01-14T19:33:00.000Z,ATM-042,16.467251,80.698471,SUCCESS,SYNTHETIC
WDR-0000332,CASE-00331,TXN-0002822,ACC-00111,7618,2026-01-14T20:59:00.000Z,ATM-030,16.603505,80.568206,SUCCESS,SYNTHETIC
WDR-0000333,CASE-00332,TXN-0002835,ACC-00126,32083,2026-01-14T23:44:00.000Z,ATM-053,18.566475,73.900632,SUCCESS,SYNTHETIC
WDR-0000334,CASE-00332,TXN-0002835,ACC-00126,40704,2026-01-15T00:23:00.000Z,ATM-054,16.4453,80.62883,SUCCESS,SYNTHETIC
WDR-0000335,CASE-00332,TXN-0002835,ACC-00126,40762,2026-01-15T01:14:00.000Z,ATM-094,10.992522,76.965846,SUCCESS,SYNTHETIC
WDR-0000336,CASE-00334,TXN-0002850,ACC-00150,8065,2026-01-18T04:00:00.000Z,ATM-075,17.362673,78.450647,SUCCESS,SYNTHETIC
WDR-0000337,CASE-00334,TXN-0002850,ACC-00150,7260,2026-01-18T05:26:00.000Z,ATM-074,12.953638,77.63555,SUCCESS,SYNTHETIC
WDR-0000338,CASE-00335,TXN-0002857,ACC-00163,32128,2026-01-15T01:23:00.000Z,ATM-086,12.967538,77.568185,SUCCESS,SYNTHETIC
WDR-0000339,CASE-00335,TXN-0002857,ACC-00163,40172,2026-01-15T02:52:00.000Z,ATM-109,12.977093,80.179511,SUCCESS,SYNTHETIC
