case_id,complaint_id,fraud_label,cashout_label,pattern,transaction_count,suspicious_transaction_count,transaction_frequency,transaction_velocity,amount_deviation,hop_count,unique_accounts,transfer_chain_length,amount_decay_across_hops,rapid_transfer_flag,account_activity_frequency,account_risk,new_destination_flag,destination_concentration,previous_withdrawal_count,average_withdrawal_amount,hour,day_of_week,time_since_last_transaction,time_since_first_suspicious_transaction,split,source_type
CASE-00220,CMP-100220,0,0,NORMAL,7,0,0.2917,7,8979.43,1,14,2,,0,1,HIGH,1,1,0,0,4,6,0,,TRAIN,SYNTHETIC
CASE-00221,CMP-100221,1,1,RAPID,10,1,0.4167,10,12610.6,1,20,2,0.8526,1,1,LOW,1,1,0,0,5,6,0,0,TRAIN,SYNTHETIC
CASE-00222,CMP-100222,1,1,MULTI_HOP,9,3,0.375,1.5789,40256.56,3,16,4,0.7339,0,1,LOW,1,1,0,0,11,6,0,203,TRAIN,SYNTHETIC
CASE-00223,CMP-100223,0,0,NORMAL,8,0,0.3333,8,11848.5,1,16,2,,0,1,LOW,1,1,0,0,7,6,0,,TRAIN,SYNTHETIC
CASE-00224,CMP-100224,0,0,NORMAL,7,0,0.2917,7,12838.57,1,14,2,,0,1,LOW,1,1,0,0,8,6,0,,TRAIN,SYNTHETIC
CASE-00225,CMP-100225,0,0,NORMAL,10,0,0.4167,10,11395.1,1,20,2,,0,1,MEDIUM,1,1,0,0,9,6,0,,TRAIN,SYNTHETIC
CASE-00226,CMP-100226,1,1,RAPID,8,1,0.3333,8,23961.25,1,16,2,0.908,1,1,LOW,1,1,0,0,10,6,0,0,TRAIN,SYNTHETIC
CASE-00227,CMP-100227,1,1,MULTI_HOP,11,2,0.4583,1.9075,16160.55,2,21,3,0.7994,0,1,LOW,1,1,0,0,16,6,0,170,TRAIN,SYNTHETIC
CASE-00228,CMP-100228,1,1,PROXIMITY,7,1,0.2917,2.7632,10180.86,1,14,2,0.8869,0,1,LOW,1,1,0,0,14,6,0,0,TRAIN,SYNTHETIC
CASE-00229,CMP-100229,1,1,DELAYED,7,1,0.2917,0.1944,12429,1,14,2,0.9085,0,1,LOW,1,1,0,0,1,1,0,0,TRAIN,SYNTHETIC
CASE-00230,CMP-100230,0,0,NORMAL,8,0,0.3333,8,10225.13,0,16,1,,0,1,MEDIUM,1,1,0,0,14,6,0,,TRAIN,SYNTHETIC
CASE-00231,CMP-100231,1,1,RAPID,10,1,0.4167,10,12984.5,1,20,2,0.8833,1,1,HIGH,1,1,0,0,15,6,0,0,TRAIN,SYNTHETIC
CASE-00232,CMP-100232,0,0,NORMAL,8,0,0.3333,8,15225.88,1,16,2,,0,1,LOW,1,1,0,0,16,6,0,,TRAIN,SYNTHETIC
CASE-00233,CMP-100233,1,1,PROXIMITY,7,1,0.2917,7,17679.57,1,14,2,0.9158,0,1,LOW,1,1,0,0,17,6,0,0,TRAIN,SYNTHETIC
CASE-00240,CMP-100240,0,0,NORMAL,7,0,0.2917,7,9711.29,0,14,1,,0,1,MEDIUM,1,1,0,0,0,0,0,,TRAIN,SYNTHETIC
CASE-00241,CMP-100241,0,0,NORMAL,9,0,0.375,9,11534.11,0,18,1,,0,1,LOW,1,1,0,0,1,0,0,,TRAIN,SYNTHETIC
CASE-00242,CMP-100242,0,0,NORMAL,7,0,0.2917,7,10742,0,14,1,,0,1,HIGH,1,1,0,0,2,0,0,,TRAIN,SYNTHETIC
CASE-00243,CMP-100243,1,1,PROXIMITY,7,1,0.2917,3.7838,23041.14,1,14,2,0.8731,0,1,LOW,1,1,0,0,4,0,0,0,TRAIN,SYNTHETIC
CASE-00244,CMP-100244,1,1,DELAYED,6,0,0.25,6,13109.17,0,12,1,1,0,1,LOW,1,1,0,0,4,0,0,,TRAIN,SYNTHETIC
CASE-00245,CMP-100245,1,1,MULTI_CANDIDATE,11,1,0.4583,5.5,20381.64,1,22,2,0.8889,0,1,MEDIUM,1,1,0,0,7,0,0,0,TRAIN,SYNTHETIC
CASE-00246,CMP-100246,1,0,RAPID,9,1,0.375,9,12927.11,1,18,2,0.9358,1,1,LOW,1,1,0,0,6,0,0,0,TRAIN,SYNTHETIC
CASE-00247,CMP-100247,1,1,MULTI_HOP,10,3,0.4167,1.7595,28292.8,3,18,4,0.6534,0,1,LOW,1,1,0,0,12,0,0,211,TRAIN,SYNTHETIC
CASE-00248,CMP-100248,1,0,PROXIMITY,11,1,0.4583,4.3137,12653.55,1,22,2,0.8273,0,1,LOW,1,1,0,0,10,0,0,0,TRAIN,SYNTHETIC
CASE-00249,CMP-100249,0,0,NORMAL,10,0,0.4167,10,9469.6,0,20,1,,0,1,LOW,1,1,0,0,9,0,0,,TRAIN,SYNTHETIC
CASE-00250,CMP-100250,0,0,NORMAL,10,0,0.4167,10,8997,1,20,2,,0,1,MEDIUM,1,1,0,0,10,0,0,,TRAIN,SYNTHETIC
CASE-00251,CMP-100251,0,0,NORMAL,8,0,0.3333,8,14259.38,0,16,1,,0,1,LOW,1,1,0,0,11,0,0,,TRAIN,SYNTHETIC
CASE-00252,CMP-100252,0,0,NORMAL,10,0,0.4167,10,11740.4,1,20,2,,0,1,LOW,1,1,0,0,12,0,0,,TRAIN,SYNTHETIC
CASE-00253,CMP-100253,1,1,PROXIMITY,8,1,0.3333,6.4865,18555.63,1,16,2,0.8876,0,1,HIGH,1,1,0,0,14,0,0,0,TRAIN,SYNTHETIC
CASE-00260,CMP-100260,1,1,MULTI_CANDIDATE,9,0,0.375,9,11865.56,0,18,1,1,0,1,MEDIUM,1,1,0,0,20,0,0,,TRAIN,SYNTHETIC
CASE-00261,CMP-100261,1,1,RAPID,10,1,0.4167,10,12145.7,1,20,2,0.8662,1,1,LOW,1,1,0,0,21,0,0,0,TRAIN,SYNTHETIC
CASE-00262,CMP-100262,0,0,NORMAL,7,0,0.2917,7,13553.14,0,14,1,,0,1,LOW,1,1,0,0,22,0,0,,TRAIN,SYNTHETIC
CASE-00263,CMP-100263,1,1,PROXIMITY,9,1,0.375,9,13615.44,1,18,2,0.9233,0,1,LOW,1,1,0,0,23,0,0,0,TRAIN,SYNTHETIC
CASE-00264,CMP-100264,1,1,DELAYED,9,1,0.375,0.9,15189.33,1,18,2,0.8434,0,1,HIGH,1,1,0,0,10,1,0,0,TRAIN,SYNTHETIC
CASE-00265,CMP-100265,1,1,MULTI_CANDIDATE,8,1,0.3333,2.8235,15602.38,1,16,2,0.8299,0,1,MEDIUM,1,1,0,0,3,1,0,0,TRAIN,SYNTHETIC
CASE-00266,CMP-100266,1,1,RAPID,11,1,0.4583,11,13671.36,1,22,2,0.9325,1,1,LOW,1,1,0,0,2,1,0,0,TRAIN,SYNTHETIC
CASE-00267,CMP-100267,1,1,MULTI_HOP,8,2,0.3333,2.807,19384.63,2,15,3,0.7914,0,1,LOW,1,1,0,0,5,1,0,21,TRAIN,SYNTHETIC
CASE-00268,CMP-100268,1,1,PROXIMITY,11,1,0.4583,4.9254,18079,1,22,2,0.8774,0,1,LOW,1,1,0,0,6,1,0,0,TRAIN,SYNTHETIC
CASE-00269,CMP-100269,1,1,DELAYED,9,0,0.375,9,8613,0,18,1,1,0,1,LOW,1,1,0,0,5,1,0,,TRAIN,SYNTHETIC
CASE-00270,CMP-100270,0,0,NORMAL,7,0,0.2917,7,12373.86,0,14,1,,0,1,MEDIUM,1,1,0,0,6,1,0,,TRAIN,SYNTHETIC
CASE-00271,CMP-100271,0,0,NORMAL,6,0,0.25,6,9150.83,1,12,2,,0,1,LOW,1,1,0,0,7,1,0,,TRAIN,SYNTHETIC
CASE-00272,CMP-100272,1,1,MULTI_HOP,12,3,0.5,1.7062,29834.67,3,22,4,0.6392,0,1,LOW,1,1,0,0,15,1,0,276,TRAIN,SYNTHETIC
CASE-00273,CMP-100273,1,1,PROXIMITY,9,1,0.375,3.1765,22843.22,1,18,2,0.9,0,1,LOW,1,1,0,0,11,1,0,0,TRAIN,SYNTHETIC
CASE-00280,CMP-100280,1,1,MULTI_CANDIDATE,10,1,0.4167,6.3158,17580.4,1,19,2,0.8535,0,1.1111,MEDIUM,1,1,0,0,17,1,0,0,TRAIN,SYNTHETIC
CASE-00281,CMP-100281,1,1,RAPID,10,1,0.4167,10,17093.2,1,20,2,0.8841,1,1,LOW,1,1,0,0,17,1,0,0,TRAIN,SYNTHETIC
CASE-00282,CMP-100282,0,0,NORMAL,9,0,0.375,9,10546.78,1,18,2,,0,1,LOW,1,1,0,0,18,1,0,,TRAIN,SYNTHETIC
CASE-00283,CMP-100283,1,1,PROXIMITY,9,1,0.375,4.5763,12294.44,1,18,2,0.8363,0,1,LOW,1,1,0,0,20,1,0,0,TRAIN,SYNTHETIC
CASE-00284,CMP-100284,1,1,DELAYED,10,1,0.4167,0.4545,10971.8,1,20,2,0.9196,0,1,LOW,1,1,0,0,18,2,0,0,TRAIN,SYNTHETIC
CASE-00285,CMP-100285,0,0,NORMAL,8,0,0.3333,8,15719.38,1,16,2,,0,1,MEDIUM,1,1,0,0,21,1,0,,TRAIN,SYNTHETIC
CASE-00286,CMP-100286,0,0,NORMAL,8,0,0.3333,8,13069.13,0,16,1,,0,1,HIGH,1,1,0,0,22,1,0,,TRAIN,SYNTHETIC
CASE-00287,CMP-100287,1,1,MULTI_HOP,10,3,0.4167,3.125,33052.6,3,18,4,0.6924,0,1,LOW,1,1,0,0,2,2,0,130,TRAIN,SYNTHETIC
CASE-00288,CMP-100288,1,1,PROXIMITY,7,1,0.2917,4.6154,22966.86,1,14,2,0.8821,0,1,LOW,1,1,0,0,1,2,0,0,TRAIN,SYNTHETIC
CASE-00289,CMP-100289,0,0,NORMAL,8,0,0.3333,8,8245.88,0,16,1,,0,1,LOW,1,1,0,0,1,2,0,,TRAIN,SYNTHETIC
CASE-00290,CMP-100290,0,0,NORMAL,8,0,0.3333,8,12447.75,1,16,2,,0,1,MEDIUM,1,1,0,0,2,2,0,,TRAIN,SYNTHETIC
CASE-00291,CMP-100291,0,0,NORMAL,9,0,0.375,9,12612.67,1,18,2,,0,1,LOW,1,1,0,0,3,2,0,,TRAIN,SYNTHETIC
CASE-00292,CMP-100292,1,0,MULTI_HOP,9,3,0.375,2.0532,28170.78,3,16,4,0.7731,0,1,LOW,1,1,0,0,8,2,0,196,TRAIN,SYNTHETIC
CASE-00293,CMP-100293,0,0,NORMAL,10,0,0.4167,10,10857.2,0,20,1,,0,1,LOW,1,1,0,0,5,2,0,,TRAIN,SYNTHETIC
CASE-00300,CMP-100300,1,1,MULTI_CANDIDATE,10,1,0.4167,10,17842,1,20,2,0.894,0,1,MEDIUM,1,1,0,0,13,2,0,0,TRAIN,SYNTHETIC
CASE-00301,CMP-100301,1,1,RAPID,11,1,0.4583,11,7933.64,1,22,2,0.8757,1,1,LOW,1,1,0,0,13,2,0,0,TRAIN,SYNTHETIC
CASE-00302,CMP-100302,0,0,NORMAL,7,0,0.2917,7,13054.57,1,14,2,,0,1,LOW,1,1,0,0,14,2,0,,TRAIN,SYNTHETIC
CASE-00303,CMP-100303,0,0,NORMAL,9,0,0.375,9,12699.89,1,18,2,,0,1,LOW,1,1,0,0,15,2,0,,TRAIN,SYNTHETIC
CASE-00304,CMP-100304,1,1,DELAYED,9,0,0.375,9,7951.56,0,18,1,1,0,1,LOW,1,1,0,0,16,2,0,,TRAIN,SYNTHETIC
CASE-00305,CMP-100305,1,1,MULTI_CANDIDATE,8,1,0.3333,7.3846,14952.63,1,16,2,0.9256,0,1,MEDIUM,1,1,0,0,18,2,0,0,TRAIN,SYNTHETIC
CASE-00306,CMP-100306,1,1,RAPID,7,1,0.2917,7,15099.14,1,14,2,0.9097,1,1,LOW,1,1,0,0,18,2,0,0,TRAIN,SYNTHETIC
CASE-00307,CMP-100307,1,1,MULTI_HOP,10,2,0.4167,5.1282,15312.3,2,19,3,0.7587,0,1,LOW,1,1,0,0,20,2,0,94,TRAIN,SYNTHETIC
CASE-00308,CMP-100308,1,1,PROXIMITY,10,1,0.4167,10,14903.2,1,20,2,0.858,0,1,HIGH,1,1,0,0,20,2,0,0,TRAIN,SYNTHETIC
CASE-00309,CMP-100309,1,1,DELAYED,7,0,0.2917,7,8809.57,0,14,1,1,0,1,LOW,1,1,0,0,21,2,0,,TRAIN,SYNTHETIC
CASE-00310,CMP-100310,0,0,NORMAL,9,0,0.375,9,12463.67,0,18,1,,0,1,MEDIUM,1,1,0,0,22,2,0,,TRAIN,SYNTHETIC
CASE-00311,CMP-100311,0,0,NORMAL,8,0,0.3333,8,11218.88,0,16,1,,0,1,LOW,1,1,0,0,23,2,0,,TRAIN,SYNTHETIC
CASE-00312,CMP-100312,1,1,MULTI_HOP,11,2,0.4583,2.6087,24067.82,2,21,3,0.7479,0,1,LOW,1,1,0,0,4,3,0,145,TRAIN,SYNTHETIC
CASE-00313,CMP-100313,0,0,NORMAL,7,0,0.2917,7,12694,0,14,1,,0,1,LOW,1,1,0,0,1,3,0,,TRAIN,SYNTHETIC
CASE-00320,CMP-100320,0,0,NORMAL,10,0,0.4167,10,9858.3,1,20,2,,0,1,MEDIUM,1,1,0,0,8,3,0,,TRAIN,SYNTHETIC
CASE-00321,CMP-100321,0,0,NORMAL,7,0,0.2917,7,12167.43,1,14,2,,0,1,LOW,1,1,0,0,9,3,0,,TRAIN,SYNTHETIC
CASE-00322,CMP-100322,0,0,NORMAL,10,0,0.4167,10,12080.2,0,20,1,,0,1,LOW,1,1,0,0,10,3,0,,TRAIN,SYNTHETIC
CASE-00323,CMP-100323,0,0,NORMAL,8,0,0.3333,8,10288.88,1,16,2,,0,1,LOW,1,1,0,0,11,3,0,,TRAIN,SYNTHETIC
CASE-00324,CMP-100324,0,0,NORMAL,7,0,0.2917,7,10279.43,0,14,1,,0,1,LOW,1,1,0,0,12,3,0,,TRAIN,SYNTHETIC
CASE-00325,CMP-100325,0,0,NORMAL,10,0,0.4167,10,8649.9,0,20,1,,0,1,MEDIUM,1,1,0,0,13,3,0,,TRAIN,SYNTHETIC
CASE-00326,CMP-100326,0,0,NORMAL,9,0,0.375,9,12851.89,0,18,1,,0,1,LOW,1,1,0,0,14,3,0,,TRAIN,SYNTHETIC
CASE-00327,CMP-100327,1,1,MULTI_HOP,13,3,0.5417,2.508,19223.08,3,24,4,0.69,0,1,LOW,1,1,0,0,20,3,0,213,TRAIN,SYNTHETIC
CASE-00328,CMP-100328,0,0,NORMAL,9,0,0.375,9,13105.67,0,18,1,,0,1,LOW,1,1,0,0,16,3,0,,TRAIN,SYNTHETIC
CASE-00329,CMP-100329,0,0,NORMAL,10,0,0.4167,10,10484.5,0,20,1,,0,1,LOW,1,1,0,0,17,3,0,,TRAIN,SYNTHETIC
CASE-00330,CMP-100330,1,1,MULTI_CANDIDATE,8,1,0.3333,5.7143,18878.38,1,16,2,0.8879,0,1,HIGH,1,1,0,0,19,3,0,0,TRAIN,SYNTHETIC
CASE-00331,CMP-100331,1,1,RAPID,9,1,0.375,9,14023.22,1,18,2,0.8364,1,1,LOW,1,1,0,0,19,3,0,0,TRAIN,SYNTHETIC
CASE-00332,CMP-100332,1,1,MULTI_HOP,13,3,0.5417,3.8235,25117.54,3,24,4,0.7342,0,1,LOW,1,1,0,0,23,3,0,184,TRAIN,SYNTHETIC
CASE-00333,CMP-100333,0,0,NORMAL,6,0,0.25,6,12503,0,12,1,,0,1,LOW,1,1,0,0,21,3,0,,TRAIN,SYNTHETIC
CASE-00340,CMP-100340,0,0,NORMAL,7,0,0.2917,7,8387.86,1,14,2,,0,1,MEDIUM,1,1,0,0,4,4,0,,TRAIN,SYNTHETIC
CASE-00341,CMP-100341,0,0,NORMAL,6,0,0.25,6,13143.67,0,12,1,,0,1,HIGH,1,1,0,0,5,4,0,,TRAIN,SYNTHETIC
CASE-00342,CMP-100342,0,0,NORMAL,7,0,0.2917,7,8618,1,14,2,,0,1,LOW,1,1,0,0,6,4,0,,TRAIN,SYNTHETIC
CASE-00343,CMP-100343,0,0,NORMAL,7,0,0.2917,7,12556.29,1,14,2,,0,1,LOW,1,1,0,0,7,4,0,,TRAIN,SYNTHETIC
CASE-00344,CMP-100344,1,0,DELAYED,10,0,0.4167,10,9399.9,0,20,1,1,0,1,LOW,1,1,0,0,8,4,0,,TRAIN,SYNTHETIC
CASE-00345,CMP-100345,0,0,NORMAL,6,0,0.25,6,12770.67,0,12,1,,0,1,MEDIUM,1,1,0,0,9,4,0,,TRAIN,SYNTHETIC
CASE-00346,CMP-100346,0,0,NORMAL,8,0,0.3333,8,6686.88,0,16,1,,0,1,LOW,1,1,0,0,10,4,0,,TRAIN,SYNTHETIC
CASE-00347,CMP-100347,0,0,NORMAL,9,0,0.375,9,12671.56,1,18,2,,0,1,LOW,1,1,0,0,11,4,0,,TRAIN,SYNTHETIC
CASE-00348,CMP-100348,0,0,NORMAL,8,0,0.3333,8,9157.75,0,16,1,,0,1,LOW,1,1,0,0,12,4,0,,TRAIN,SYNTHETIC
CASE-00349,CMP-100349,1,1,DELAYED,8,0,0.3333,8,16388.63,0,16,1,1,0,1,LOW,1,1,0,0,13,4,0,,TRAIN,SYNTHETIC
CASE-00350,CMP-100350,0,0,NORMAL,6,0,0.25,6,11028,0,12,1,,0,1,MEDIUM,1,1,0,0,14,4,0,,TRAIN,SYNTHETIC
CASE-00351,CMP-100351,1,1,RAPID,8,1,0.3333,8,21599.75,1,15,2,0.822,1,1,LOW,1,1,0,0,15,4,0,0,TRAIN,SYNTHETIC
CASE-00352,CMP-100352,1,1,MULTI_HOP,9,3,0.375,1.9853,39029.11,3,14,4,0.6809,0,1.125,HIGH,1,1,0,0,20,4,0,210,TRAIN,SYNTHETIC
CASE-00353,CMP-100353,1,1,PROXIMITY,7,1,0.2917,5.8333,13688.71,1,14,2,0.9179,0,1,LOW,1,1,0,0,18,4,0,0,TRAIN,SYNTHETIC
CASE-00360,CMP-100360,0,0,NORMAL,9,0,0.375,9,14708.44,0,18,1,,0,1,MEDIUM,1,1,0,0,0,5,0,,TRAIN,SYNTHETIC
CASE-00361,CMP-100361,1,1,RAPID,10,1,0.4167,10,21705.6,1,20,2,0.8928,1,1,LOW,1,1,0,0,1,5,0,0,TRAIN,SYNTHETIC
CASE-00362,CMP-100362,1,1,MULTI_HOP,10,2,0.4167,5.4054,21717.3,2,19,3,0.7635,0,1,LOW,1,1,0,0,3,5,0,55,TRAIN,SYNTHETIC
CASE-00363,CMP-100363,1,1,PROXIMITY,7,1,0.2917,3.2061,22552.86,1,14,2,0.8853,0,1,HIGH,1,1,0,0,5,5,0,0,TRAIN,SYNTHETIC
CASE-00364,CMP-100364,0,0,NORMAL,6,0,0.25,6,12278.83,1,12,2,,0,1,LOW,1,1,0,0,4,5,0,,TRAIN,SYNTHETIC
CASE-00365,CMP-100365,0,0,NORMAL,10,0,0.4167,10,12176.2,1,20,2,,0,1,MEDIUM,1,1,0,0,5,5,0,,TRAIN,SYNTHETIC
CASE-00366,CMP-100366,0,0,NORMAL,8,0,0.3333,8,15169.5,1,16,2,,0,1,LOW,1,1,0,0,6,5,0,,TRAIN,SYNTHETIC
CASE-00367,CMP-100367,1,1,MULTI_HOP,10,2,0.4167,6.8182,11272.5,2,19,3,0.7604,0,1,LOW,1,1,0,0,8,5,0,48,TRAIN,SYNTHETIC
CASE-00368,CMP-100368,1,1,PROXIMITY,11,1,0.4583,4,20770.27,1,22,2,0.8861,0,1,LOW,1,1,0,0,10,5,0,0,TRAIN,SYNTHETIC
CASE-00369,CMP-100369,0,0,NORMAL,9,0,0.375,9,13023.89,0,18,1,,0,1,LOW,1,1,0,0,9,5,0,,TRAIN,SYNTHETIC
CASE-00370,CMP-100370,0,0,NORMAL,7,0,0.2917,7,11004.29,1,14,2,,0,1,MEDIUM,1,1,0,0,10,5,0,,TRAIN,SYNTHETIC
CASE-00371,CMP-100371,1,1,RAPID,8,1,0.3333,8,21217.13,1,16,2,0.8229,1,1,LOW,1,1,0,0,11,5,0,0,TRAIN,SYNTHETIC
CASE-00372,CMP-100372,0,0,NORMAL,9,0,0.375,9,12942.33,0,18,1,,0,1,LOW,1,1,0,0,12,5,0,,TRAIN,SYNTHETIC
CASE-00373,CMP-100373,1,1,PROXIMITY,11,1,0.4583,7.1739,17891.27,1,21,2,0.8977,0,1.1,LOW,1,1,0,0,14,5,0,0,TRAIN,SYNTHETIC
CASE-00380,CMP-100380,0,0,NORMAL,7,0,0.2917,7,9843.43,0,14,1,,0,1,MEDIUM,1,1,0,0,20,5,0,,TRAIN,SYNTHETIC
CASE-00381,CMP-100381,0,0,NORMAL,9,0,0.375,9,15300.89,0,18,1,,0,1,LOW,1,1,0,0,21,5,0,,TRAIN,SYNTHETIC
CASE-00382,CMP-100382,0,0,NORMAL,9,0,0.375,9,7779.56,0,18,1,,0,1,LOW,1,1,0,0,22,5,0,,TRAIN,SYNTHETIC
CASE-00383,CMP-100383,0,0,NORMAL,8,0,0.3333,8,13579.38,0,16,1,,0,1,LOW,1,1,0,0,23,5,0,,TRAIN,SYNTHETIC
CASE-00384,CMP-100384,1,1,DELAYED,8,0,0.3333,8,11581.13,0,16,1,1,0,1,LOW,1,1,0,0,0,6,0,,TRAIN,SYNTHETIC
CASE-00385,CMP-100385,0,0,NORMAL,6,0,0.25,6,11828,0,12,1,,0,1,HIGH,1,1,0,0,1,6,0,,TRAIN,SYNTHETIC
CASE-00386,CMP-100386,1,0,RAPID,9,1,0.375,9,16291,1,18,2,0.8704,1,1,LOW,1,1,0,0,2,6,0,0,TRAIN,SYNTHETIC
CASE-00387,CMP-100387,0,0,NORMAL,8,0,0.3333,8,9974.13,1,16,2,,0,1,LOW,1,1,0,0,3,6,0,,TRAIN,SYNTHETIC
CASE-00388,CMP-100388,0,0,NORMAL,10,0,0.4167,10,9288.5,0,20,1,,0,1,LOW,1,1,0,0,4,6,0,,TRAIN,SYNTHETIC
CASE-00389,CMP-100389,0,0,NORMAL,8,0,0.3333,8,7965.38,1,16,2,,0,1,LOW,1,1,0,0,5,6,0,,TRAIN,SYNTHETIC
CASE-00390,CMP-100390,1,1,MULTI_CANDIDATE,6,0,0.25,6,10487,0,12,1,1,0,1,MEDIUM,1,1,0,0,6,6,0,,TRAIN,SYNTHETIC
CASE-00391,CMP-100391,0,0,NORMAL,6,0,0.25,6,12191.5,1,12,2,,0,1,LOW,1,1,0,0,7,6,0,,TRAIN,SYNTHETIC
CASE-00392,CMP-100392,1,1,MULTI_HOP,13,3,0.5417,4.5882,31671.08,3,24,4,0.6366,0,1,LOW,1,1,0,0,10,6,0,68,TRAIN,SYNTHETIC
CASE-00393,CMP-100393,0,0,NORMAL,9,0,0.375,9,13521.22,0,18,1,,0,1,LOW,1,1,0,0,9,6,0,,TRAIN,SYNTHETIC
CASE-00400,CMP-100400,0,0,NORMAL,10,0,0.4167,10,10337,1,20,2,,0,1,MEDIUM,1,1,0,0,16,6,0,,TRAIN,SYNTHETIC
CASE-00401,CMP-100401,1,1,RAPID,11,1,0.4583,11,22754.36,1,22,2,0.9321,1,1,LOW,1,1,0,0,17,6,0,0,TRAIN,SYNTHETIC
CASE-00402,CMP-100402,0,0,NORMAL,7,0,0.2917,7,11475.71,0,14,1,,0,1,LOW,1,1,0,0,18,6,0,,TRAIN,SYNTHETIC
CASE-00403,CMP-100403,1,1,PROXIMITY,8,1,0.3333,4.5714,20475.25,1,16,2,0.9325,0,1,LOW,1,1,0,0,20,6,0,0,TRAIN,SYNTHETIC
CASE-00404,CMP-100404,0,0,NORMAL,9,0,0.375,9,12182.11,1,18,2,,0,1,LOW,1,1,0,0,20,6,0,,TRAIN,SYNTHETIC
CASE-00405,CMP-100405,0,0,NORMAL,10,0,0.4167,10,11509.9,0,20,1,,0,1,MEDIUM,1,1,0,0,21,6,0,,TRAIN,SYNTHETIC
CASE-00406,CMP-100406,1,1,RAPID,9,1,0.375,9,13941.44,1,18,2,0.8892,1,1,LOW,1,1,0,0,22,6,0,0,TRAIN,SYNTHETIC
CASE-00407,CMP-100407,0,0,NORMAL,8,0,0.3333,8,14470.75,0,16,1,,0,1,HIGH,1,1,0,0,23,6,0,,TRAIN,SYNTHETIC
CASE-00408,CMP-100408,0,0,NORMAL,7,0,0.2917,7,16338.71,1,14,2,,0,1,LOW,1,1,0,0,0,0,0,,TRAIN,SYNTHETIC
CASE-00409,CMP-100409,1,1,DELAYED,9,1,0.375,0.375,25050.22,1,18,2,0.8899,0,1,LOW,1,1,0,0,1,1,0,0,TRAIN,SYNTHETIC
CASE-00410,CMP-100410,0,0,NORMAL,9,0,0.375,9,11321.11,0,18,1,,0,1,MEDIUM,1,1,0,0,2,0,0,,TRAIN,SYNTHETIC
CASE-00411,CMP-100411,1,1,RAPID,7,1,0.2917,7,14117.29,1,14,2,0.9274,1,1,LOW,1,1,0,0,3,0,0,0,TRAIN,SYNTHETIC
CASE-00412,CMP-100412,1,1,MULTI_HOP,9,3,0.375,1.5836,25292.44,3,16,4,0.5836,0,1,LOW,1,1,0,0,9,0,0,231,TRAIN,SYNTHETIC
CASE-00413,CMP-100413,0,0,NORMAL,10,0,0.4167,10,6998.5,1,20,2,,0,1,LOW,1,1,0,0,5,0,0,,TRAIN,SYNTHETIC
CASE-00420,CMP-100420,1,1,MULTI_CANDIDATE,9,0,0.375,9,11748.44,0,18,1,1,0,1,MEDIUM,1,1,0,0,12,0,0,,TRAIN,SYNTHETIC
CASE-00421,CMP-100421,0,0,NORMAL,9,0,0.375,9,10047.78,0,18,1,,0,1,LOW,1,1,0,0,13,0,0,,TRAIN,SYNTHETIC
CASE-00422,CMP-100422,0,0,NORMAL,8,0,0.3333,8,7836.25,1,16,2,,0,1,LOW,1,1,0,0,14,0,0,,TRAIN,SYNTHETIC
CASE-00423,CMP-100423,0,0,NORMAL,9,0,0.375,9,8706.44,1,18,2,,0,1,LOW,1,1,0,0,15,0,0,,TRAIN,SYNTHETIC
CASE-00424,CMP-100424,0,0,NORMAL,9,0,0.375,9,15150.11,0,18,1,,0,1,LOW,1,1,0,0,16,0,0,,TRAIN,SYNTHETIC
CASE-00425,CMP-100425,0,0,NORMAL,6,0,0.25,6,13188.17,1,12,2,,0,1,MEDIUM,1,1,0,0,17,0,0,,TRAIN,SYNTHETIC
CASE-00426,CMP-100426,0,0,NORMAL,7,0,0.2917,7,13812.57,1,14,2,,0,1,LOW,1,1,0,0,18,0,0,,TRAIN,SYNTHETIC
CASE-00427,CMP-100427,1,1,MULTI_HOP,10,3,0.4167,1.9355,15085.7,3,18,4,0.7069,0,1,LOW,1,1,0,0,0,1,0,279,TRAIN,SYNTHETIC
CASE-00428,CMP-100428,0,0,NORMAL,7,0,0.2917,7,9967.14,0,14,1,,0,1,LOW,1,1,0,0,20,0,0,,TRAIN,SYNTHETIC
CASE-00429,CMP-100429,0,0,NORMAL,6,0,0.25,6,14105.83,0,12,1,,0,1,HIGH,1,1,0,0,21,0,0,,TRAIN,SYNTHETIC
CASE-00430,CMP-100430,0,0,NORMAL,6,0,0.25,6,12905.83,1,12,2,,0,1,MEDIUM,1,1,0,0,22,0,0,,TRAIN,SYNTHETIC
CASE-00431,CMP-100431,1,1,RAPID,10,1,0.4167,10,19225.2,1,20,2,0.8273,1,1,LOW,1,1,0,0,23,0,0,0,TRAIN,SYNTHETIC
CASE-00432,CMP-100432,1,1,MULTI_HOP,9,3,0.375,1.7035,34010.67,3,16,4,0.6769,0,1,LOW,1,1,0,0,5,1,0,184,TRAIN,SYNTHETIC
CASE-00433,CMP-100433,1,1,PROXIMITY,11,1,0.4583,8.1481,18190.27,1,22,2,0.8374,0,1,LOW,1,1,0,0,2,1,0,0,TRAIN,SYNTHETIC
CASE-00440,CMP-100440,1,1,MULTI_CANDIDATE,9,1,0.375,4.5378,17075.67,1,18,2,0.9128,0,1,HIGH,1,1,0,0,9,1,0,0,TRAIN,SYNTHETIC
