transaction_id,case_id,source_account,destination_account,amount,timestamp,transaction_type,fraud_label,location,risk,source_type
TXN-0001269,CASE-00151,ACC-01171,ACC-00076,3217,2026-01-06T23:51:00.000Z,IMPS,0,Chennai,LOW,SYNTHETIC
TXN-0001270,CASE-00151,ACC-01172,ACC-00077,12257,2026-01-07T04:48:00.000Z,IMPS,0,Chennai,LOW,SYNTHETIC
TXN-0001271,CASE-00151,ACC-01173,ACC-00078,7262,2026-01-06T11:45:00.000Z,IMPS,0,Chennai,LOW,SYNTHETIC
TXN-0001272,CASE-00151,ACC-01174,ACC-00079,3444,2026-01-07T04:42:00.000Z,NEFT,0,Chennai,LOW,SYNTHETIC
TXN-0001273,CASE-00152,ACC-01185,ACC-00092,13392,2026-01-06T16:00:00.000Z,IMPS,0,Bengaluru,LOW,SYNTHETIC
TXN-0001274,CASE-00152,ACC-01186,ACC-00093,4087,2026-01-07T06:57:00.000Z,TRANSFER,0,Bengaluru,LOW,SYNTHETIC
TXN-0001275,CASE-00152,ACC-01187,ACC-00094,13133,2026-01-06T12:54:00.000Z,NEFT,0,Bengaluru,LOW,SYNTHETIC
TXN-0001276,CASE-00152,ACC-01188,ACC-00095,14658,2026-01-06T12:51:00.000Z,NEFT,0,Bengaluru,LOW,SYNTHETIC
TXN-0001277,CASE-00152,ACC-01189,ACC-00096,12096,2026-01-06T14:48:00.000Z,TRANSFER,0,Bengaluru,LOW,SYNTHETIC
TXN-0001278,CASE-00152,ACC-01190,ACC-00097,15139,2026-01-06T17:45:00.000Z,TRANSFER,0,Bengaluru,LOW,SYNTHETIC
TXN-0001279,CASE-00153,ACC-01202,ACC-00111,4869,2026-01-07T06:00:00.000Z,IMPS,0,Hyderabad,LOW,SYNTHETIC
TXN-0001280,CASE-00153,ACC-01203,ACC-00112,10894,2026-01-07T05:57:00.000Z,IMPS,0,Hyderabad,LOW,SYNTHETIC
TXN-0001281,CASE-00153,ACC-01204,ACC-00113,13216,2026-01-06T16:54:00.000Z,TRANSFER,0,Hyderabad,LOW,SYNTHETIC
TXN-0001282,CASE-00153,ACC-01205,ACC-00114,6826,2026-01-07T00:51:00.000Z,TRANSFER,0,Hyderabad,LOW,SYNTHETIC
TXN-0001283,CASE-00153,ACC-01206,ACC-00115,11220,2026-01-07T07:48:00.000Z,IMPS,0,Hyderabad,LOW,SYNTHETIC
TXN-0001284,CASE-00153,ACC-01207,ACC-00116,6341,2026-01-07T06:45:00.000Z,IMPS,0,Hyderabad,LOW,SYNTHETIC
TXN-0001285,CASE-00153,ACC-01208,ACC-00117,3736,2026-01-06T14:42:00.000Z,UPI,0,Hyderabad,LOW,SYNTHETIC
TXN-0001286,CASE-00153,ACC-01209,ACC-00118,15403,2026-01-07T07:39:00.000Z,TRANSFER,0,Hyderabad,LOW,SYNTHETIC
TXN-0001287,CASE-00153,ACC-01210,ACC-00119,7047,2026-01-06T14:36:00.000Z,TRANSFER,0,Hyderabad,LOW,SYNTHETIC
TXN-0001288,CASE-00153,ACC-01211,ACC-00120,21893,2026-01-06T23:33:00.000Z,IMPS,0,Hyderabad,LOW,SYNTHETIC
TXN-0001289,CASE-00153,ACC-00307,ACC-00597,86496,2026-01-07T09:27:00.000Z,NEFT,1,Hyderabad,HIGH,SYNTHETIC
TXN-0001290,CASE-00154,ACC-01219,ACC-00130,14359,2026-01-06T19:00:00.000Z,TRANSFER,0,Coimbatore,LOW,SYNTHETIC
TXN-0001291,CASE-00154,ACC-01220,ACC-00131,9262,2026-01-06T21:57:00.000Z,NEFT,0,Coimbatore,LOW,SYNTHETIC
TXN-0001292,CASE-00154,ACC-01221,ACC-00132,4655,2026-01-07T00:54:00.000Z,NEFT,0,Coimbatore,LOW,SYNTHETIC
TXN-0001293,CASE-00154,ACC-01222,ACC-00133,7669,2026-01-06T16:51:00.000Z,TRANSFER,0,Coimbatore,LOW,SYNTHETIC
TXN-0001294,CASE-00154,ACC-01223,ACC-00134,8920,2026-01-06T16:48:00.000Z,IMPS,0,Coimbatore,LOW,SYNTHETIC
TXN-0001295,CASE-00154,ACC-01224,ACC-00135,3877,2026-01-07T07:45:00.000Z,TRANSFER,0,Coimbatore,LOW,SYNTHETIC
TXN-0001296,CASE-00154,ACC-01225,ACC-00136,15786,2026-01-07T06:42:00.000Z,NEFT,0,Coimbatore,LOW,SYNTHETIC
TXN-0001297,CASE-00154,ACC-01226,ACC-00137,17002,2026-01-06T20:39:00.000Z,IMPS,0,Coimbatore,LOW,SYNTHETIC
TXN-0001298,CASE-00154,ACC-01227,ACC-00138,17300,2026-01-07T00:36:00.000Z,TRANSFER,0,Coimbatore,LOW,SYNTHETIC
TXN-0001299,CASE-00154,ACC-00309,ACC-00610,62745,2026-01-08T04:00:00.000Z,NEFT,1,Coimbatore,MEDIUM,SYNTHETIC
TXN-0001300,CASE-00155,ACC-01236,ACC-00149,13975,2026-01-07T01:00:00.000Z,NEFT,0,Pune,LOW,SYNTHETIC
TXN-0001301,CASE-00155,ACC-01237,ACC-00150,11736,2026-01-06T22:57:00.000Z,NEFT,0,Pune,LOW,SYNTHETIC
TXN-0001302,CASE-00155,ACC-01238,ACC-00151,2012,2026-01-06T14:54:00.000Z,IMPS,0,Pune,LOW,SYNTHETIC
TXN-0001303,CASE-00155,ACC-01239,ACC-00152,19967,2026-01-07T07:51:00.000Z,TRANSFER,0,Pune,LOW,SYNTHETIC
TXN-0001304,CASE-00155,ACC-01240,ACC-00153,10929,2026-01-07T00:48:00.000Z,UPI,0,Pune,LOW,SYNTHETIC
TXN-0001305,CASE-00155,ACC-01241,ACC-00154,20532,2026-01-06T23:45:00.000Z,NEFT,0,Pune,LOW,SYNTHETIC
TXN-0001306,CASE-00155,ACC-01242,ACC-00155,554,2026-01-06T14:42:00.000Z,TRANSFER,0,Pune,LOW,SYNTHETIC
TXN-0001307,CASE-00155,ACC-01243,ACC-00156,15422,2026-01-07T08:39:00.000Z,IMPS,0,Pune,LOW,SYNTHETIC
TXN-0001308,CASE-00155,ACC-01244,ACC-00157,20206,2026-01-06T21:36:00.000Z,NEFT,0,Pune,LOW,SYNTHETIC
TXN-0001309,CASE-00155,ACC-00311,ACC-00623,22773,2026-01-07T12:52:00.000Z,IMPS,1,Pune,MEDIUM,SYNTHETIC
TXN-0001310,CASE-00156,ACC-01253,ACC-00168,7324,2026-01-07T04:00:00.000Z,TRANSFER,0,Vijayawada,LOW,SYNTHETIC
TXN-0001311,CASE-00156,ACC-01254,ACC-00169,8403,2026-01-06T22:57:00.000Z,TRANSFER,0,Vijayawada,LOW,SYNTHETIC
TXN-0001312,CASE-00156,ACC-01255,ACC-00170,20853,2026-01-07T09:54:00.000Z,TRANSFER,0,Vijayawada,LOW,SYNTHETIC
TXN-0001313,CASE-00156,ACC-01256,ACC-00171,16365,2026-01-07T07:51:00.000Z,NEFT,0,Vijayawada,LOW,SYNTHETIC
TXN-0001314,CASE-00156,ACC-01257,ACC-00172,6972,2026-01-07T05:48:00.000Z,TRANSFER,0,Vijayawada,LOW,SYNTHETIC
TXN-0001315,CASE-00156,ACC-01258,ACC-00173,4436,2026-01-06T20:45:00.000Z,NEFT,0,Vijayawada,LOW,SYNTHETIC
TXN-0001316,CASE-00156,ACC-01259,ACC-00174,21672,2026-01-06T17:42:00.000Z,IMPS,0,Vijayawada,LOW,SYNTHETIC
TXN-0001317,CASE-00156,ACC-01260,ACC-00175,21736,2026-01-07T02:39:00.000Z,TRANSFER,0,Vijayawada,LOW,SYNTHETIC
TXN-0001318,CASE-00156,ACC-00313,ACC-00636,27478,2026-01-07T12:12:00.000Z,IMPS,1,Vijayawada,MEDIUM,SYNTHETIC
TXN-0001319,CASE-00157,ACC-01270,ACC-00187,12558,2026-01-07T06:00:00.000Z,UPI,0,Chennai,LOW,SYNTHETIC
TXN-0001320,CASE-00157,ACC-01271,ACC-00188,20563,2026-01-06T19:57:00.000Z,NEFT,0,Chennai,LOW,SYNTHETIC
TXN-0001321,CASE-00157,ACC-01272,ACC-00189,21760,2026-01-07T05:54:00.000Z,TRANSFER,0,Chennai,LOW,SYNTHETIC
TXN-0001322,CASE-00157,ACC-01273,ACC-00190,21773,2026-01-06T16:51:00.000Z,NEFT,0,Chennai,LOW,SYNTHETIC
TXN-0001323,CASE-00157,ACC-01274,ACC-00191,18565,2026-01-06T16:48:00.000Z,UPI,0,Chennai,LOW,SYNTHETIC
TXN-0001324,CASE-00157,ACC-01275,ACC-00192,5860,2026-01-06T22:45:00.000Z,IMPS,0,Chennai,LOW,SYNTHETIC
TXN-0001325,CASE-00158,ACC-01287,ACC-00206,17556,2026-01-07T09:00:00.000Z,IMPS,0,Bengaluru,LOW,SYNTHETIC
TXN-0001326,CASE-00158,ACC-01288,ACC-00207,8264,2026-01-07T06:57:00.000Z,TRANSFER,0,Bengaluru,LOW,SYNTHETIC
TXN-0001327,CASE-00158,ACC-01289,ACC-00208,10498,2026-01-06T22:54:00.000Z,UPI,0,Bengaluru,LOW,SYNTHETIC
TXN-0001328,CASE-00158,ACC-01290,ACC-00209,16712,2026-01-07T02:51:00.000Z,IMPS,0,Bengaluru,LOW,SYNTHETIC
TXN-0001329,CASE-00158,ACC-01291,ACC-00210,10483,2026-01-07T11:48:00.000Z,IMPS,0,Bengaluru,LOW,SYNTHETIC
TXN-0001330,CASE-00158,ACC-01292,ACC-00211,2477,2026-01-07T10:45:00.000Z,IMPS,0,Bengaluru,LOW,SYNTHETIC
TXN-0001331,CASE-00158,ACC-01293,ACC-00212,6151,2026-01-06T22:42:00.000Z,IMPS,0,Bengaluru,LOW,SYNTHETIC
TXN-0001332,CASE-00158,ACC-00317,ACC-00662,97481,2026-01-07T17:00:00.000Z,NEFT,1,Bengaluru,HIGH,SYNTHETIC
TXN-0001333,CASE-00159,ACC-01304,ACC-00225,18418,2026-01-07T10:00:00.000Z,IMPS,0,Hyderabad,LOW,SYNTHETIC
TXN-0001334,CASE-00159,ACC-01305,ACC-00226,14441,2026-01-07T00:57:00.000Z,IMPS,0,Hyderabad,LOW,SYNTHETIC
TXN-0001335,CASE-00159,ACC-01306,ACC-00227,2700,2026-01-06T22:54:00.000Z,IMPS,0,Hyderabad,LOW,SYNTHETIC
TXN-0001336,CASE-00159,ACC-01307,ACC-00228,20864,2026-01-06T22:51:00.000Z,IMPS,0,Hyderabad,LOW,SYNTHETIC
TXN-0001337,CASE-00159,ACC-01308,ACC-00229,13746,2026-01-06T18:48:00.000Z,IMPS,0,Hyderabad,LOW,SYNTHETIC
TXN-0001338,CASE-00159,ACC-01309,ACC-00230,16738,2026-01-06T19:45:00.000Z,IMPS,0,Hyderabad,LOW,SYNTHETIC
TXN-0001339,CASE-00159,ACC-01310,ACC-00231,13675,2026-01-07T07:42:00.000Z,TRANSFER,0,Hyderabad,LOW,SYNTHETIC
TXN-0001340,CASE-00159,ACC-01311,ACC-00232,4860,2026-01-07T05:39:00.000Z,NEFT,0,Hyderabad,LOW,SYNTHETIC
TXN-0001341,CASE-00159,ACC-01312,ACC-00233,2890,2026-01-07T10:36:00.000Z,UPI,0,Hyderabad,LOW,SYNTHETIC
TXN-0001342,CASE-00160,ACC-01321,ACC-00244,7925,2026-01-06T20:00:00.000Z,UPI,0,Coimbatore,LOW,SYNTHETIC
TXN-0001343,CASE-00160,ACC-01322,ACC-00245,11208,2026-01-07T14:57:00.000Z,UPI,0,Coimbatore,LOW,SYNTHETIC
TXN-0001344,CASE-00160,ACC-01323,ACC-00246,9250,2026-01-07T00:54:00.000Z,IMPS,0,Coimbatore,LOW,SYNTHETIC
TXN-0001345,CASE-00160,ACC-01324,ACC-00247,13215,2026-01-06T23:51:00.000Z,IMPS,0,Coimbatore,LOW,SYNTHETIC
TXN-0001346,CASE-00160,ACC-01325,ACC-00248,18748,2026-01-07T12:48:00.000Z,TRANSFER,0,Coimbatore,LOW,SYNTHETIC
TXN-0001347,CASE-00160,ACC-01326,ACC-00249,17320,2026-01-06T23:45:00.000Z,IMPS,0,Coimbatore,LOW,SYNTHETIC
TXN-0001348,CASE-00160,ACC-01327,ACC-00250,4857,2026-01-06T23:42:00.000Z,NEFT,0,Coimbatore,LOW,SYNTHETIC
TXN-0001349,CASE-00160,ACC-00321,ACC-00688,75911,2026-01-07T18:26:00.000Z,UPI,1,Coimbatore,HIGH,SYNTHETIC
TXN-0001350,CASE-00161,ACC-01338,ACC-00263,18318,2026-01-06T22:00:00.000Z,TRANSFER,0,Pune,LOW,SYNTHETIC
TXN-0001351,CASE-00161,ACC-01339,ACC-00264,13448,2026-01-07T05:57:00.000Z,NEFT,0,Pune,LOW,SYNTHETIC
TXN-0001352,CASE-00161,ACC-01340,ACC-00265,8821,2026-01-07T12:54:00.000Z,IMPS,0,Pune,LOW,SYNTHETIC
TXN-0001353,CASE-00161,ACC-01341,ACC-00266,14416,2026-01-06T23:51:00.000Z,UPI,0,Pune,LOW,SYNTHETIC
TXN-0001354,CASE-00161,ACC-01342,ACC-00267,13972,2026-01-07T04:48:00.000Z,IMPS,0,Pune,LOW,SYNTHETIC
TXN-0001355,CASE-00161,ACC-01343,ACC-00268,18904,2026-01-07T10:45:00.000Z,UPI,0,Pune,LOW,SYNTHETIC
TXN-0001356,CASE-00161,ACC-01344,ACC-00269,7007,2026-01-07T15:42:00.000Z,IMPS,0,Pune,LOW,SYNTHETIC
TXN-0001357,CASE-00161,ACC-01345,ACC-00270,14651,2026-01-06T20:39:00.000Z,IMPS,0,Pune,LOW,SYNTHETIC
TXN-0001358,CASE-00162,ACC-01355,ACC-00282,7663,2026-01-06T23:00:00.000Z,UPI,0,Vijayawada,LOW,SYNTHETIC
TXN-0001359,CASE-00162,ACC-01356,ACC-00283,9621,2026-01-07T08:57:00.000Z,TRANSFER,0,Vijayawada,LOW,SYNTHETIC
TXN-0001360,CASE-00162,ACC-01357,ACC-00284,21115,2026-01-07T03:54:00.000Z,NEFT,0,Vijayawada,LOW,SYNTHETIC
TXN-0001361,CASE-00162,ACC-01358,ACC-00285,3256,2026-01-07T13:51:00.000Z,TRANSFER,0,Vijayawada,LOW,SYNTHETIC
TXN-0001362,CASE-00162,ACC-01359,ACC-00286,1546,2026-01-07T02:48:00.000Z,NEFT,0,Vijayawada,LOW,SYNTHETIC
TXN-0001363,CASE-00162,ACC-01360,ACC-00287,21360,2026-01-07T06:45:00.000Z,NEFT,0,Vijayawada,LOW,SYNTHETIC
TXN-0001364,CASE-00162,ACC-01361,ACC-00288,4440,2026-01-07T04:42:00.000Z,TRANSFER,0,Vijayawada,LOW,SYNTHETIC
TXN-0001365,CASE-00163,ACC-01372,ACC-00301,15871,2026-01-07T02:00:00.000Z,IMPS,0,Chennai,LOW,SYNTHETIC
TXN-0001366,CASE-00163,ACC-01373,ACC-00302,18821,2026-01-07T04:57:00.000Z,UPI,0,Chennai,LOW,SYNTHETIC
TXN-0001367,CASE-00163,ACC-01374,ACC-00303,21193,2026-01-07T15:54:00.000Z,TRANSFER,0,Chennai,LOW,SYNTHETIC
TXN-0001368,CASE-00163,ACC-01375,ACC-00304,12913,2026-01-07T06:51:00.000Z,TRANSFER,0,Chennai,LOW,SYNTHETIC
TXN-0001369,CASE-00163,ACC-01376,ACC-00305,11628,2026-01-07T04:48:00.000Z,TRANSFER,0,Chennai,LOW,SYNTHETIC
TXN-0001370,CASE-00163,ACC-01377,ACC-00306,2095,2026-01-07T00:45:00.000Z,NEFT,0,Chennai,LOW,SYNTHETIC
TXN-0001371,CASE-00163,ACC-01378,ACC-00307,6833,2026-01-07T13:42:00.000Z,TRANSFER,0,Chennai,LOW,SYNTHETIC
TXN-0001372,CASE-00163,ACC-01379,ACC-00308,6967,2026-01-07T00:39:00.000Z,UPI,0,Chennai,LOW,SYNTHETIC
TXN-0001373,CASE-00164,ACC-01389,ACC-00320,21979,2026-01-07T14:00:00.000Z,TRANSFER,0,Bengaluru,LOW,SYNTHETIC
TXN-0001374,CASE-00164,ACC-01390,ACC-00321,9552,2026-01-07T01:57:00.000Z,IMPS,0,Bengaluru,LOW,SYNTHETIC
TXN-0001375,CASE-00164,ACC-01391,ACC-00322,15922,2026-01-07T05:54:00.000Z,UPI,0,Bengaluru,LOW,SYNTHETIC
TXN-0001376,CASE-00164,ACC-01392,ACC-00323,10573,2026-01-07T06:51:00.000Z,UPI,0,Bengaluru,LOW,SYNTHETIC
TXN-0001377,CASE-00164,ACC-01393,ACC-00324,15062,2026-01-07T14:48:00.000Z,IMPS,0,Bengaluru,LOW,SYNTHETIC
TXN-0001378,CASE-00164,ACC-01394,ACC-00325,11427,2026-01-07T04:45:00.000Z,IMPS,0,Bengaluru,LOW,SYNTHETIC
TXN-0001379,CASE-00164,ACC-01395,ACC-00326,21661,2026-01-07T10:42:00.000Z,TRANSFER,0,Bengaluru,LOW,SYNTHETIC
TXN-0001380,CASE-00165,ACC-00006,ACC-00339,2794,2026-01-07T01:00:00.000Z,NEFT,0,Hyderabad,LOW,SYNTHETIC
TXN-0001381,CASE-00165,ACC-00007,ACC-00340,20282,2026-01-07T04:57:00.000Z,IMPS,0,Hyderabad,LOW,SYNTHETIC
TXN-0001382,CASE-00165,ACC-00008,ACC-00341,6984,2026-01-07T11:54:00.000Z,UPI,0,Hyderabad,LOW,SYNTHETIC
TXN-0001383,CASE-00165,ACC-00009,ACC-00342,13720,2026-01-07T10:51:00.000Z,UPI,0,Hyderabad,LOW,SYNTHETIC
TXN-0001384,CASE-00165,ACC-00010,ACC-00343,6083,2026-01-07T16:48:00.000Z,IMPS,0,Hyderabad,LOW,SYNTHETIC
TXN-0001385,CASE-00165,ACC-00011,ACC-00344,931,2026-01-07T09:45:00.000Z,UPI,0,Hyderabad,LOW,SYNTHETIC
TXN-0001386,CASE-00165,ACC-00012,ACC-00345,8063,2026-01-07T15:42:00.000Z,IMPS,0,Hyderabad,LOW,SYNTHETIC
TXN-0001387,CASE-00165,ACC-00013,ACC-00346,12209,2026-01-07T15:39:00.000Z,TRANSFER,0,Hyderabad,LOW,SYNTHETIC
TXN-0001388,CASE-00165,ACC-00331,ACC-00753,29448,2026-01-07T21:27:00.000Z,UPI,1,Hyderabad,MEDIUM,SYNTHETIC
TXN-0001389,CASE-00166,ACC-00023,ACC-00358,17795,2026-01-07T21:00:00.000Z,TRANSFER,0,Coimbatore,LOW,SYNTHETIC
TXN-0001390,CASE-00166,ACC-00024,ACC-00359,9721,2026-01-07T18:57:00.000Z,NEFT,0,Coimbatore,LOW,SYNTHETIC
TXN-0001391,CASE-00166,ACC-00025,ACC-00360,11214,2026-01-07T09:54:00.000Z,TRANSFER,0,Coimbatore,LOW,SYNTHETIC
TXN-0001392,CASE-00166,ACC-00026,ACC-00361,6221,2026-01-07T06:51:00.000Z,UPI,0,Coimbatore,LOW,SYNTHETIC
TXN-0001393,CASE-00166,ACC-00027,ACC-00362,17687,2026-01-07T12:48:00.000Z,TRANSFER,0,Coimbatore,LOW,SYNTHETIC
TXN-0001394,CASE-00166,ACC-00028,ACC-00363,6834,2026-01-07T06:45:00.000Z,UPI,0,Coimbatore,LOW,SYNTHETIC
TXN-0001395,CASE-00166,ACC-00029,ACC-00364,6006,2026-01-07T19:42:00.000Z,TRANSFER,0,Coimbatore,LOW,SYNTHETIC
TXN-0001396,CASE-00166,ACC-00030,ACC-00365,1244,2026-01-07T10:39:00.000Z,IMPS,0,Coimbatore,LOW,SYNTHETIC
TXN-0001397,CASE-00166,ACC-00031,ACC-00366,15170,2026-01-07T20:36:00.000Z,NEFT,0,Coimbatore,LOW,SYNTHETIC
TXN-0001398,CASE-00166,ACC-00333,ACC-00766,12783,2026-01-07T22:13:00.000Z,NEFT,1,Coimbatore,MEDIUM,SYNTHETIC
TXN-0001399,CASE-00167,ACC-00040,ACC-00377,7857,2026-01-07T18:00:00.000Z,UPI,0,Pune,LOW,SYNTHETIC
TXN-0001400,CASE-00167,ACC-00041,ACC-00378,7868,2026-01-07T19:57:00.000Z,UPI,0,Pune,LOW,SYNTHETIC
TXN-0001401,CASE-00167,ACC-00042,ACC-00379,3029,2026-01-07T12:54:00.000Z,IMPS,0,Pune,LOW,SYNTHETIC
TXN-0001402,CASE-00167,ACC-00043,ACC-00380,11378,2026-01-07T16:51:00.000Z,UPI,0,Pune,LOW,SYNTHETIC
TXN-0001403,CASE-00167,ACC-00044,ACC-00381,646,2026-01-07T19:48:00.000Z,UPI,0,Pune,LOW,SYNTHETIC
TXN-0001404,CASE-00167,ACC-00045,ACC-00382,6194,2026-01-07T13:45:00.000Z,TRANSFER,0,Pune,LOW,SYNTHETIC
TXN-0001405,CASE-00167,ACC-00046,ACC-00383,9923,2026-01-07T02:42:00.000Z,UPI,0,Pune,LOW,SYNTHETIC
TXN-0001406,CASE-00167,ACC-00047,ACC-00384,14357,2026-01-07T08:39:00.000Z,NEFT,0,Pune,LOW,SYNTHETIC
TXN-0001407,CASE-00167,ACC-00048,ACC-00385,2812,2026-01-07T07:36:00.000Z,TRANSFER,0,Pune,LOW,SYNTHETIC
TXN-0001408,CASE-00167,ACC-00335,ACC-00779,66221,2026-01-07T23:40:00.000Z,NEFT,1,Pune,MEDIUM,SYNTHETIC
TXN-0001409,CASE-00167,ACC-00779,ACC-00780,61024,2026-01-08T01:48:00.000Z,NEFT,1,Pune,MEDIUM,SYNTHETIC
TXN-0001410,CASE-00167,ACC-00780,ACC-00781,56836,2026-01-08T04:08:00.000Z,IMPS,1,Pune,MEDIUM,SYNTHETIC
TXN-0001411,CASE-00168,ACC-00057,ACC-00396,21746,2026-01-07T18:00:00.000Z,IMPS,0,Vijayawada,LOW,SYNTHETIC
TXN-0001412,CASE-00168,ACC-00058,ACC-00397,2452,2026-01-07T15:57:00.000Z,NEFT,0,Vijayawada,LOW,SYNTHETIC
TXN-0001413,CASE-00168,ACC-00059,ACC-00398,19731,2026-01-07T07:54:00.000Z,NEFT,0,Vijayawada,LOW,SYNTHETIC
TXN-0001414,CASE-00168,ACC-00060,ACC-00399,12197,2026-01-07T10:51:00.000Z,TRANSFER,0,Vijayawada,LOW,SYNTHETIC
TXN-0001415,CASE-00168,ACC-00061,ACC-00400,7678,2026-01-07T17:48:00.000Z,UPI,0,Vijayawada,LOW,SYNTHETIC
TXN-0001416,CASE-00168,ACC-00062,ACC-00401,16709,2026-01-07T09:45:00.000Z,IMPS,0,Vijayawada,LOW,SYNTHETIC
TXN-0001417,CASE-00168,ACC-00063,ACC-00402,9669,2026-01-07T08:42:00.000Z,TRANSFER,0,Vijayawada,LOW,SYNTHETIC
TXN-0001418,CASE-00168,ACC-00064,ACC-00403,4927,2026-01-07T10:39:00.000Z,NEFT,0,Vijayawada,LOW,SYNTHETIC
TXN-0001419,CASE-00168,ACC-00065,ACC-00404,16550,2026-01-07T20:36:00.000Z,NEFT,0,Vijayawada,LOW,SYNTHETIC
TXN-0001420,CASE-00168,ACC-00337,ACC-00792,44598,2026-01-08T03:00:00.000Z,TRANSFER,1,Vijayawada,MEDIUM,SYNTHETIC
TXN-0001421,CASE-00169,ACC-00074,ACC-00415,21573,2026-01-07T22:00:00.000Z,NEFT,0,Chennai,LOW,SYNTHETIC
TXN-0001422,CASE-00169,ACC-00075,ACC-00416,16295,2026-01-07T17:57:00.000Z,IMPS,0,Chennai,LOW,SYNTHETIC
TXN-0001423,CASE-00169,ACC-00076,ACC-00417,20566,2026-01-07T11:54:00.000Z,TRANSFER,0,Chennai,LOW,SYNTHETIC
TXN-0001424,CASE-00169,ACC-00077,ACC-00418,17849,2026-01-07T15:51:00.000Z,UPI,0,Chennai,LOW,SYNTHETIC
TXN-0001425,CASE-00169,ACC-00078,ACC-00419,8044,2026-01-07T17:48:00.000Z,NEFT,0,Chennai,LOW,SYNTHETIC
TXN-0001426,CASE-00169,ACC-00079,ACC-00420,19964,2026-01-07T09:45:00.000Z,UPI,0,Chennai,LOW,SYNTHETIC
TXN-0001427,CASE-00169,ACC-00080,ACC-00421,13959,2026-01-07T14:42:00.000Z,IMPS,0,Chennai,LOW,SYNTHETIC
TXN-0001428,CASE-00169,ACC-00081,ACC-00422,18902,2026-01-07T22:39:00.000Z,IMPS,0,Chennai,LOW,SYNTHETIC
TXN-0001429,CASE-00169,ACC-00082,ACC-00423,6179,2026-01-07T07:36:00.000Z,IMPS,0,Chennai,LOW,SYNTHETIC
TXN-0001430,CASE-00169,ACC-00083,ACC-00424,16438,2026-01-07T11:33:00.000Z,NEFT,0,Chennai,LOW,SYNTHETIC
TXN-0001431,CASE-00170,ACC-00091,ACC-00434,17762,2026-01-07T16:00:00.000Z,NEFT,0,Bengaluru,LOW,SYNTHETIC
TXN-0001432,CASE-00170,ACC-00092,ACC-00435,21741,2026-01-07T13:57:00.000Z,TRANSFER,0,Bengaluru,LOW,SYNTHETIC
TXN-0001433,CASE-00170,ACC-00093,ACC-00436,20545,2026-01-07T05:54:00.000Z,UPI,0,Bengaluru,LOW,SYNTHETIC
TXN-0001434,CASE-00170,ACC-00094,ACC-00437,1424,2026-01-08T00:51:00.000Z,TRANSFER,0,Bengaluru,LOW,SYNTHETIC
TXN-0001435,CASE-00170,ACC-00095,ACC-00438,1589,2026-01-08T00:48:00.000Z,UPI,0,Bengaluru,LOW,SYNTHETIC
TXN-0001436,CASE-00170,ACC-00096,ACC-00439,19947,2026-01-07T11:45:00.000Z,TRANSFER,0,Bengaluru,LOW,SYNTHETIC
TXN-0001437,CASE-00170,ACC-00097,ACC-00440,7585,2026-01-07T11:42:00.000Z,UPI,0,Bengaluru,LOW,SYNTHETIC
TXN-0001438,CASE-00170,ACC-00098,ACC-00441,4474,2026-01-08T00:39:00.000Z,UPI,0,Bengaluru,LOW,SYNTHETIC
TXN-0001439,CASE-00171,ACC-00108,ACC-00453,9152,2026-01-08T00:00:00.000Z,UPI,0,Hyderabad,LOW,SYNTHETIC
TXN-0001440,CASE-00171,ACC-00109,ACC-00454,21260,2026-01-07T16:57:00.000Z,TRANSFER,0,Hyderabad,LOW,SYNTHETIC
TXN-0001441,CASE-00171,ACC-00110,ACC-00455,16246,2026-01-07T18:54:00.000Z,TRANSFER,0,Hyderabad,LOW,SYNTHETIC
TXN-0001442,CASE-00171,ACC-00111,ACC-00456,3884,2026-01-07T23:51:00.000Z,UPI,0,Hyderabad,LOW,SYNTHETIC
TXN-0001443,CASE-00171,ACC-00112,ACC-00457,17491,2026-01-07T19:48:00.000Z,TRANSFER,0,Hyderabad,LOW,SYNTHETIC
TXN-0001444,CASE-00171,ACC-00113,ACC-00458,17702,2026-01-07T08:45:00.000Z,IMPS,0,Hyderabad,LOW,SYNTHETIC
TXN-0001445,CASE-00171,ACC-00114,ACC-00459,14704,2026-01-08T01:42:00.000Z,NEFT,0,Hyderabad,LOW,SYNTHETIC
TXN-0001446,CASE-00171,ACC-00115,ACC-00460,2879,2026-01-07T15:39:00.000Z,TRANSFER,0,Hyderabad,LOW,SYNTHETIC
TXN-0001447,CASE-00171,ACC-00116,ACC-00461,7884,2026-01-07T09:36:00.000Z,NEFT,0,Hyderabad,LOW,SYNTHETIC
TXN-0001448,CASE-00171,ACC-00343,ACC-00831,54765,2026-01-08T03:18:00.000Z,IMPS,1,Hyderabad,MEDIUM,SYNTHETIC
TXN-0001449,CASE-00172,ACC-00125,ACC-00472,17569,2026-01-07T08:00:00.000Z,TRANSFER,0,Coimbatore,LOW,SYNTHETIC
TXN-0001450,CASE-00172,ACC-00126,ACC-00473,16171,2026-01-07T14:57:00.000Z,TRANSFER,0,Coimbatore,LOW,SYNTHETIC
TXN-0001451,CASE-00172,ACC-00127,ACC-00474,11156,2026-01-07T23:54:00.000Z,NEFT,0,Coimbatore,LOW,SYNTHETIC
TXN-0001452,CASE-00172,ACC-00128,ACC-00475,7139,2026-01-07T11:51:00.000Z,UPI,0,Coimbatore,LOW,SYNTHETIC
