case_id,candidate_atm_id,distance_from_last_activity,distance_from_previous_withdrawal,regional_match,time_compatibility,historical_area_score,is_actual_withdrawal,split,source_type
CASE-00095,ATM-119,1.38,1.56,1,0.774,0.522,0,VALIDATION,SYNTHETIC
CASE-00095,ATM-077,2.57,2.11,1,0.902,0.166,0,VALIDATION,SYNTHETIC
CASE-00095,ATM-041,4.57,4.29,1,0.739,0.658,0,VALIDATION,SYNTHETIC
CASE-00095,ATM-053,6.91,9.03,1,0.832,0.143,0,VALIDATION,SYNTHETIC
CASE-00095,ATM-017,7.17,4.05,1,0.464,0.509,0,VALIDATION,SYNTHETIC
CASE-00095,ATM-101,8.31,9.69,1,0.807,0.383,0,VALIDATION,SYNTHETIC
CASE-00095,ATM-059,8.94,7.8,1,0.818,0.767,0,VALIDATION,SYNTHETIC
CASE-00095,ATM-115,916.77,1214.62,0,0.756,0.404,1,VALIDATION,SYNTHETIC
CASE-00096,ATM-120,1.22,1.72,1,0.758,0.899,0,VALIDATION,SYNTHETIC
CASE-00096,ATM-078,2.38,1.56,1,0.762,0.613,0,VALIDATION,SYNTHETIC
CASE-00096,ATM-018,4.57,4.2,1,0.8,0.894,0,VALIDATION,SYNTHETIC
CASE-00096,ATM-072,5.09,7.38,1,0.559,0.879,0,VALIDATION,SYNTHETIC
CASE-00096,ATM-048,6.51,7.28,1,0.958,0.09,0,VALIDATION,SYNTHETIC
CASE-00096,ATM-042,6.91,6.8,1,0.982,0.562,0,VALIDATION,SYNTHETIC
CASE-00096,ATM-024,6.94,9.48,1,0.82,0.819,0,VALIDATION,SYNTHETIC
CASE-00096,ATM-066,7.01,8.14,1,0.95,0.501,0,VALIDATION,SYNTHETIC
CASE-00097,ATM-001,2.76,3.87,1,0.912,0.422,0,TEST,SYNTHETIC
CASE-00097,ATM-073,3.01,1.89,1,0.494,0.302,0,TEST,SYNTHETIC
CASE-00097,ATM-103,4.3,6,1,0.636,0.912,0,TEST,SYNTHETIC
CASE-00097,ATM-043,5.15,4.05,1,0.572,0.916,0,TEST,SYNTHETIC
CASE-00097,ATM-115,5.3,3.71,1,0.508,0.297,0,TEST,SYNTHETIC
CASE-00097,ATM-085,7.22,8.22,1,0.942,0.396,0,TEST,SYNTHETIC
CASE-00097,ATM-025,7.23,4.47,1,0.841,0.027,0,TEST,SYNTHETIC
CASE-00097,ATM-067,7.39,7.81,1,0.633,0.976,0,TEST,SYNTHETIC
CASE-00098,ATM-020,2.69,1.94,1,0.923,0.754,0,TEST,SYNTHETIC
CASE-00098,ATM-086,2.9,2.57,1,0.622,0.138,0,TEST,SYNTHETIC
CASE-00098,ATM-032,3.44,2.01,1,0.859,0.491,0,TEST,SYNTHETIC
CASE-00098,ATM-074,4.87,3.09,1,0.518,0.733,0,TEST,SYNTHETIC
CASE-00098,ATM-116,5.43,7.35,1,0.722,0.539,0,TEST,SYNTHETIC
CASE-00098,ATM-110,6.49,4.83,1,0.925,0.009,0,TEST,SYNTHETIC
CASE-00098,ATM-080,6.52,6.21,1,0.455,0.063,0,TEST,SYNTHETIC
CASE-00098,ATM-087,507.02,590.17,0,1,0.146,1,TEST,SYNTHETIC
CASE-00099,ATM-099,4.13,5.37,1,0.599,0.577,0,TEST,SYNTHETIC
CASE-00099,ATM-075,4.56,4.56,1,0.807,0.66,0,TEST,SYNTHETIC
CASE-00099,ATM-009,5.24,4.89,1,0.791,0.123,0,TEST,SYNTHETIC
CASE-00099,ATM-105,5.66,3.6,1,0.682,0.048,0,TEST,SYNTHETIC
CASE-00099,ATM-027,6.31,6.92,1,0.656,0.339,0,TEST,SYNTHETIC
CASE-00099,ATM-021,7.1,4,1,0.909,0.035,0,TEST,SYNTHETIC
CASE-00099,ATM-081,7.72,5.64,1,0.881,0.511,0,TEST,SYNTHETIC
CASE-00099,ATM-096,253.95,293.67,0,0.989,0.254,1,TEST,SYNTHETIC
CASE-00100,ATM-046,1.99,1.21,1,0.786,0.763,0,TRAIN,SYNTHETIC
CASE-00100,ATM-040,2.48,1.83,1,0.49,0.035,0,TRAIN,SYNTHETIC
CASE-00100,ATM-064,2.56,2.7,1,0.932,0.014,0,TRAIN,SYNTHETIC
CASE-00100,ATM-094,2.91,4.15,1,0.691,0.028,0,TRAIN,SYNTHETIC
CASE-00100,ATM-112,5.05,4.41,1,0.633,0.535,0,TRAIN,SYNTHETIC
CASE-00100,ATM-004,6.3,7.9,1,0.965,0.31,0,TRAIN,SYNTHETIC
CASE-00100,ATM-088,7.76,10.24,1,0.608,0.59,0,TRAIN,SYNTHETIC
CASE-00100,ATM-050,218.57,247.7,0,0.456,0.154,1,TRAIN,SYNTHETIC
CASE-00101,ATM-119,1.38,1.81,1,0.933,0.345,0,TRAIN,SYNTHETIC
CASE-00101,ATM-077,2.57,1.48,1,0.966,0.898,0,TRAIN,SYNTHETIC
CASE-00101,ATM-041,4.57,4.48,1,0.698,0.012,0,TRAIN,SYNTHETIC
CASE-00101,ATM-053,6.91,6.43,1,0.662,0.99,0,TRAIN,SYNTHETIC
CASE-00101,ATM-017,7.17,9.33,1,0.911,0.081,0,TRAIN,SYNTHETIC
CASE-00101,ATM-101,8.31,9.22,1,0.544,0.958,0,TRAIN,SYNTHETIC
CASE-00101,ATM-059,8.94,10.92,1,0.876,0.424,0,TRAIN,SYNTHETIC
CASE-00101,ATM-005,8.96,10.43,1,0.726,0.021,0,TRAIN,SYNTHETIC
CASE-00102,ATM-120,1.22,1.66,1,0.88,0.464,0,TRAIN,SYNTHETIC
CASE-00102,ATM-078,2.38,1.48,1,0.504,0.939,0,TRAIN,SYNTHETIC
CASE-00102,ATM-018,4.57,4.09,1,0.984,0.308,0,TRAIN,SYNTHETIC
CASE-00102,ATM-072,5.09,4.28,1,0.458,0.811,0,TRAIN,SYNTHETIC
CASE-00102,ATM-048,6.51,8.19,1,0.678,0.676,0,TRAIN,SYNTHETIC
CASE-00102,ATM-042,6.91,4.15,1,0.767,0.577,0,TRAIN,SYNTHETIC
CASE-00102,ATM-024,6.94,8.5,1,0.659,0.498,0,TRAIN,SYNTHETIC
CASE-00102,ATM-106,718.38,668.35,0,0.482,0.563,1,TRAIN,SYNTHETIC
CASE-00103,ATM-001,2.76,3.63,1,0.841,0.321,0,TRAIN,SYNTHETIC
CASE-00103,ATM-073,3.01,2.33,1,0.751,0.124,0,TRAIN,SYNTHETIC
CASE-00103,ATM-103,4.3,3.17,1,0.478,0.011,0,TRAIN,SYNTHETIC
CASE-00103,ATM-043,5.15,6.49,1,0.535,0.95,0,TRAIN,SYNTHETIC
CASE-00103,ATM-115,5.3,4.95,1,0.748,0.354,0,TRAIN,SYNTHETIC
CASE-00103,ATM-085,7.22,8.68,1,0.958,0.323,0,TRAIN,SYNTHETIC
CASE-00103,ATM-025,7.23,6.07,1,0.509,0.201,0,TRAIN,SYNTHETIC
CASE-00103,ATM-067,7.39,7.61,1,0.537,0.805,0,TRAIN,SYNTHETIC
CASE-00104,ATM-020,2.69,3.13,1,0.722,0.404,0,TRAIN,SYNTHETIC
CASE-00104,ATM-086,2.9,3.88,1,0.569,0.781,0,TRAIN,SYNTHETIC
CASE-00104,ATM-032,3.44,1.93,1,0.562,0.293,0,TRAIN,SYNTHETIC
CASE-00104,ATM-074,4.87,3.25,1,0.572,0.675,0,TRAIN,SYNTHETIC
CASE-00104,ATM-116,5.43,7.75,1,0.941,0.55,0,TRAIN,SYNTHETIC
CASE-00104,ATM-110,6.49,6.76,1,0.473,0.265,0,TRAIN,SYNTHETIC
CASE-00104,ATM-080,6.52,7.74,1,0.508,0.919,0,TRAIN,SYNTHETIC
CASE-00104,ATM-008,7.41,10.37,1,0.565,0.588,0,TRAIN,SYNTHETIC
CASE-00105,ATM-099,4.13,4.7,1,0.993,0.163,0,TRAIN,SYNTHETIC
CASE-00105,ATM-075,4.56,4.08,1,0.607,0.441,0,TRAIN,SYNTHETIC
CASE-00105,ATM-009,5.24,3.91,1,0.823,0.473,0,TRAIN,SYNTHETIC
CASE-00105,ATM-105,5.66,3.35,1,0.576,0.974,0,TRAIN,SYNTHETIC
CASE-00105,ATM-027,6.31,8.43,1,0.832,0.907,0,TRAIN,SYNTHETIC
CASE-00105,ATM-021,7.1,4.9,1,0.729,0.108,0,TRAIN,SYNTHETIC
CASE-00105,ATM-081,7.72,10.04,1,0.523,0.042,0,TRAIN,SYNTHETIC
CASE-00105,ATM-003,7.98,4.98,1,0.957,0.517,0,TRAIN,SYNTHETIC
CASE-00106,ATM-046,1.99,1.73,1,0.838,0.011,0,TRAIN,SYNTHETIC
CASE-00106,ATM-040,2.48,1.68,1,0.952,0.358,0,TRAIN,SYNTHETIC
CASE-00106,ATM-064,2.56,2.62,1,0.746,0.911,0,TRAIN,SYNTHETIC
CASE-00106,ATM-094,2.91,3.75,1,0.887,0.091,0,TRAIN,SYNTHETIC
CASE-00106,ATM-112,5.05,5.38,1,0.59,0.903,0,TRAIN,SYNTHETIC
CASE-00106,ATM-004,6.3,8.76,1,0.642,0.384,0,TRAIN,SYNTHETIC
CASE-00106,ATM-088,7.76,8.05,1,0.741,0.042,0,TRAIN,SYNTHETIC
CASE-00106,ATM-096,740.79,547.84,0,0.697,0.044,1,TRAIN,SYNTHETIC
CASE-00107,ATM-119,1.38,1.11,1,0.484,0.862,0,TRAIN,SYNTHETIC
CASE-00107,ATM-077,2.57,3.58,1,0.871,0.92,0,TRAIN,SYNTHETIC
CASE-00107,ATM-041,4.57,3.05,1,0.461,0.405,0,TRAIN,SYNTHETIC
CASE-00107,ATM-053,6.91,5.33,1,0.738,0.109,0,TRAIN,SYNTHETIC
CASE-00107,ATM-017,7.17,7.34,1,0.462,0.717,0,TRAIN,SYNTHETIC
CASE-00107,ATM-101,8.31,12.04,1,0.931,0.401,0,TRAIN,SYNTHETIC
CASE-00107,ATM-059,8.94,11.5,1,0.743,0.959,0,TRAIN,SYNTHETIC
CASE-00107,ATM-033,514.06,623.59,0,0.503,0.998,1,TRAIN,SYNTHETIC
CASE-00108,ATM-120,1.22,1.56,1,0.873,0.609,0,TRAIN,SYNTHETIC
CASE-00108,ATM-078,2.38,3.29,1,0.787,0.618,0,TRAIN,SYNTHETIC
CASE-00108,ATM-018,4.57,2.93,1,0.698,0.817,0,TRAIN,SYNTHETIC
CASE-00108,ATM-072,5.09,3.86,1,0.786,0.431,0,TRAIN,SYNTHETIC
CASE-00108,ATM-048,6.51,8.64,1,0.792,0.085,0,TRAIN,SYNTHETIC
CASE-00108,ATM-042,6.91,5.53,1,0.896,0.462,0,TRAIN,SYNTHETIC
CASE-00108,ATM-024,6.94,9.36,1,0.837,0.432,0,TRAIN,SYNTHETIC
CASE-00108,ATM-037,381.6,288.15,0,0.667,0.414,1,TRAIN,SYNTHETIC
CASE-00109,ATM-001,2.76,3.54,1,0.575,0.788,0,TRAIN,SYNTHETIC
CASE-00109,ATM-073,3.01,2.76,1,0.582,0.884,0,TRAIN,SYNTHETIC
CASE-00109,ATM-103,4.3,4.24,1,0.898,0.148,0,TRAIN,SYNTHETIC
CASE-00109,ATM-043,5.15,5.54,1,0.77,0.25,0,TRAIN,SYNTHETIC
CASE-00109,ATM-115,5.3,3.85,1,0.725,0.712,0,TRAIN,SYNTHETIC
CASE-00109,ATM-085,7.22,5.45,1,0.464,0.988,0,TRAIN,SYNTHETIC
CASE-00109,ATM-025,7.23,8.32,1,0.993,0.343,0,TRAIN,SYNTHETIC
CASE-00109,ATM-038,278.98,367.29,0,0.996,0.935,1,TRAIN,SYNTHETIC
CASE-00110,ATM-020,2.69,2.17,1,0.966,0.975,0,TRAIN,SYNTHETIC
CASE-00110,ATM-086,2.9,1.97,1,0.531,0.677,0,TRAIN,SYNTHETIC
CASE-00110,ATM-032,3.44,2.87,1,0.582,0.741,0,TRAIN,SYNTHETIC
CASE-00110,ATM-074,4.87,3.95,1,0.959,0.206,0,TRAIN,SYNTHETIC
CASE-00110,ATM-116,5.43,4.53,1,0.963,0.443,0,TRAIN,SYNTHETIC
CASE-00110,ATM-110,6.49,8.66,1,0.888,0.535,0,TRAIN,SYNTHETIC
CASE-00110,ATM-080,6.52,5.5,1,0.713,0.901,0,TRAIN,SYNTHETIC
CASE-00110,ATM-008,7.41,10.16,1,0.747,0.382,0,TRAIN,SYNTHETIC
CASE-00111,ATM-099,4.13,3.87,1,0.884,0.431,0,TRAIN,SYNTHETIC
CASE-00111,ATM-075,4.56,3.62,1,0.963,0.501,0,TRAIN,SYNTHETIC
CASE-00111,ATM-009,5.24,6.79,1,0.526,0.701,0,TRAIN,SYNTHETIC
CASE-00111,ATM-105,5.66,3.44,1,0.503,0.999,0,TRAIN,SYNTHETIC
CASE-00111,ATM-027,6.31,5.26,1,0.983,0.917,0,TRAIN,SYNTHETIC
CASE-00111,ATM-021,7.1,6.65,1,0.939,0.15,0,TRAIN,SYNTHETIC
CASE-00111,ATM-081,7.72,10.17,1,0.805,0.299,0,TRAIN,SYNTHETIC
CASE-00111,ATM-072,244.74,345.08,0,0.766,0.508,1,TRAIN,SYNTHETIC
CASE-00112,ATM-046,1.99,1.55,1,0.684,0.624,0,TRAIN,SYNTHETIC
CASE-00112,ATM-040,2.48,3.18,1,0.617,0.142,0,TRAIN,SYNTHETIC
CASE-00112,ATM-064,2.56,2.32,1,0.983,0.089,0,TRAIN,SYNTHETIC
CASE-00112,ATM-094,2.91,1.94,1,0.715,0.387,0,TRAIN,SYNTHETIC
CASE-00112,ATM-112,5.05,3.36,1,0.522,0.482,0,TRAIN,SYNTHETIC
CASE-00112,ATM-004,6.3,3.81,1,0.763,0.222,0,TRAIN,SYNTHETIC
CASE-00112,ATM-088,7.76,4.5,1,0.726,0.164,0,TRAIN,SYNTHETIC
CASE-00112,ATM-058,8.21,9.45,1,0.818,0.545,0,TRAIN,SYNTHETIC
CASE-00113,ATM-119,1.38,1.29,1,0.915,0.64,0,TRAIN,SYNTHETIC
CASE-00113,ATM-077,2.57,1.76,1,0.866,0.397,0,TRAIN,SYNTHETIC
CASE-00113,ATM-041,4.57,3.8,1,0.538,0.011,0,TRAIN,SYNTHETIC
CASE-00113,ATM-053,6.91,8.52,1,0.649,0.468,0,TRAIN,SYNTHETIC
CASE-00113,ATM-017,7.17,9.47,1,0.537,0.704,0,TRAIN,SYNTHETIC
CASE-00113,ATM-101,8.31,8.36,1,0.699,0.675,0,TRAIN,SYNTHETIC
CASE-00113,ATM-059,8.94,6.11,1,0.855,0.877,0,TRAIN,SYNTHETIC
CASE-00113,ATM-005,8.96,8.69,1,0.708,0.244,0,TRAIN,SYNTHETIC
CASE-00114,ATM-120,1.22,1.01,1,0.938,0.319,0,VALIDATION,SYNTHETIC
CASE-00114,ATM-078,2.38,2.99,1,0.486,0.747,0,VALIDATION,SYNTHETIC
CASE-00114,ATM-018,4.57,6,1,0.685,0.592,0,VALIDATION,SYNTHETIC
CASE-00114,ATM-072,5.09,3.16,1,0.578,0.693,0,VALIDATION,SYNTHETIC
CASE-00114,ATM-048,6.51,7.66,1,0.523,0.965,0,VALIDATION,SYNTHETIC
CASE-00114,ATM-042,6.91,4.22,1,0.892,0.949,0,VALIDATION,SYNTHETIC
CASE-00114,ATM-024,6.94,5.78,1,0.656,0.774,0,VALIDATION,SYNTHETIC
CASE-00114,ATM-066,7.01,6.68,1,0.738,0.608,0,VALIDATION,SYNTHETIC
CASE-00115,ATM-001,2.76,3.92,1,0.525,0.055,0,VALIDATION,SYNTHETIC
CASE-00115,ATM-073,3.01,2.56,1,0.786,0.852,0,VALIDATION,SYNTHETIC
CASE-00115,ATM-103,4.3,6.13,1,0.917,0.675,0,VALIDATION,SYNTHETIC
CASE-00115,ATM-043,5.15,7.27,1,0.571,0.966,0,VALIDATION,SYNTHETIC
CASE-00115,ATM-115,5.3,4.34,1,0.743,0.507,0,VALIDATION,SYNTHETIC
CASE-00115,ATM-085,7.22,9.18,1,0.501,0.294,0,VALIDATION,SYNTHETIC
CASE-00115,ATM-025,7.23,9.63,1,0.933,0.688,0,VALIDATION,SYNTHETIC
CASE-00115,ATM-067,7.39,7.46,1,0.503,0.843,0,VALIDATION,SYNTHETIC
CASE-00116,ATM-020,2.69,2.08,1,0.545,0.042,0,VALIDATION,SYNTHETIC
CASE-00116,ATM-086,2.9,3.67,1,0.99,0.322,0,VALIDATION,SYNTHETIC
CASE-00116,ATM-032,3.44,2.39,1,0.882,0.118,0,VALIDATION,SYNTHETIC
CASE-00116,ATM-074,4.87,4.05,1,0.798,0.789,0,VALIDATION,SYNTHETIC
CASE-00116,ATM-116,5.43,4.61,1,0.796,0.367,0,VALIDATION,SYNTHETIC
CASE-00116,ATM-110,6.49,4.33,1,0.745,0.489,0,VALIDATION,SYNTHETIC
CASE-00116,ATM-080,6.52,7.48,1,0.707,0.413,0,VALIDATION,SYNTHETIC
CASE-00116,ATM-008,7.41,7.6,1,0.56,0.903,0,VALIDATION,SYNTHETIC
CASE-00117,ATM-099,4.13,4.76,1,0.89,0.689,0,TEST,SYNTHETIC
CASE-00117,ATM-075,4.56,5.02,1,0.547,0.348,0,TEST,SYNTHETIC
CASE-00117,ATM-009,5.24,5.39,1,0.688,0.193,0,TEST,SYNTHETIC
CASE-00117,ATM-105,5.66,3.57,1,0.77,0.571,0,TEST,SYNTHETIC
CASE-00117,ATM-027,6.31,3.96,1,0.828,0.705,0,TEST,SYNTHETIC
CASE-00117,ATM-021,7.1,4.08,1,0.744,0.111,0,TEST,SYNTHETIC
CASE-00117,ATM-081,7.72,8.13,1,0.481,0.254,0,TEST,SYNTHETIC
CASE-00117,ATM-003,7.98,7.7,1,0.796,0.055,0,TEST,SYNTHETIC
CASE-00118,ATM-046,1.99,2.54,1,0.711,0.692,0,TEST,SYNTHETIC
CASE-00118,ATM-040,2.48,1.49,1,0.609,0.141,0,TEST,SYNTHETIC
CASE-00118,ATM-064,2.56,1.67,1,0.602,0.501,0,TEST,SYNTHETIC
CASE-00118,ATM-094,2.91,2.48,1,0.917,0.804,0,TEST,SYNTHETIC
CASE-00118,ATM-112,5.05,6.95,1,0.549,0.463,0,TEST,SYNTHETIC
CASE-00118,ATM-004,6.3,6.91,1,0.949,0.894,0,TEST,SYNTHETIC
CASE-00118,ATM-088,7.76,8.74,1,0.874,0.849,0,TEST,SYNTHETIC
CASE-00118,ATM-107,891.47,563.07,0,0.749,0.914,1,TEST,SYNTHETIC
CASE-00119,ATM-119,1.38,1.18,1,0.587,0.686,0,TEST,SYNTHETIC
CASE-00119,ATM-077,2.57,1.54,1,0.498,0.998,0,TEST,SYNTHETIC
CASE-00119,ATM-041,4.57,6.13,1,0.693,0.974,0,TEST,SYNTHETIC
CASE-00119,ATM-053,6.91,5.46,1,0.492,0.92,0,TEST,SYNTHETIC
CASE-00119,ATM-017,7.17,4.9,1,0.881,0.946,0,TEST,SYNTHETIC
CASE-00119,ATM-101,8.31,8.55,1,0.902,0.066,0,TEST,SYNTHETIC
CASE-00119,ATM-059,8.94,5.68,1,0.966,0.254,0,TEST,SYNTHETIC
CASE-00119,ATM-051,495.39,654.57,0,0.675,0.8,1,TEST,SYNTHETIC
CASE-00120,ATM-120,1.22,1.06,1,0.583,0.226,0,TRAIN,SYNTHETIC
CASE-00120,ATM-078,2.38,1.51,1,0.486,0.182,0,TRAIN,SYNTHETIC
CASE-00120,ATM-018,4.57,4.37,1,0.887,0.035,0,TRAIN,SYNTHETIC
CASE-00120,ATM-072,5.09,6.1,1,0.47,0.63,0,TRAIN,SYNTHETIC
CASE-00120,ATM-048,6.51,8.22,1,0.608,0.15,0,TRAIN,SYNTHETIC
CASE-00120,ATM-042,6.91,7.77,1,0.46,0.462,0,TRAIN,SYNTHETIC
CASE-00120,ATM-024,6.94,4.8,1,0.911,0.868,0,TRAIN,SYNTHETIC
CASE-00120,ATM-052,723.56,757.31,0,0.797,0.796,1,TRAIN,SYNTHETIC
CASE-00121,ATM-001,2.76,2.13,1,0.95,0.628,0,TRAIN,SYNTHETIC
CASE-00121,ATM-073,3.01,2.64,1,0.925,0.758,0,TRAIN,SYNTHETIC
CASE-00121,ATM-103,4.3,5.08,1,0.874,0.823,0,TRAIN,SYNTHETIC
CASE-00121,ATM-043,5.15,3.71,1,0.475,0.462,0,TRAIN,SYNTHETIC
CASE-00121,ATM-115,5.3,5.7,1,0.613,0.966,0,TRAIN,SYNTHETIC
CASE-00121,ATM-085,7.22,5.48,1,0.642,0.121,0,TRAIN,SYNTHETIC
CASE-00121,ATM-025,7.23,9.29,1,0.955,0.966,0,TRAIN,SYNTHETIC
CASE-00121,ATM-067,7.39,7.81,1,0.45,0.6,0,TRAIN,SYNTHETIC
CASE-00122,ATM-020,2.69,1.74,1,0.664,0.256,0,TRAIN,SYNTHETIC
CASE-00122,ATM-086,2.9,3.06,1,0.975,0.78,0,TRAIN,SYNTHETIC
CASE-00122,ATM-032,3.44,2.69,1,0.924,0.513,0,TRAIN,SYNTHETIC
CASE-00122,ATM-074,4.87,7.04,1,0.689,0.858,0,TRAIN,SYNTHETIC
CASE-00122,ATM-116,5.43,3.99,1,0.719,0.271,0,TRAIN,SYNTHETIC
CASE-00122,ATM-110,6.49,6.65,1,0.638,0.267,0,TRAIN,SYNTHETIC
CASE-00122,ATM-080,6.52,3.89,1,0.502,0.494,0,TRAIN,SYNTHETIC
CASE-00122,ATM-094,230.44,314.35,0,0.857,0.206,1,TRAIN,SYNTHETIC
CASE-00123,ATM-099,4.13,3.28,1,0.708,0.885,0,TRAIN,SYNTHETIC
CASE-00123,ATM-075,4.56,5.21,1,0.715,0.901,0,TRAIN,SYNTHETIC
CASE-00123,ATM-009,5.24,7.28,1,0.909,0.862,0,TRAIN,SYNTHETIC
CASE-00123,ATM-105,5.66,4.91,1,0.806,0.114,0,TRAIN,SYNTHETIC
CASE-00123,ATM-027,6.31,5.46,1,0.761,0.109,0,TRAIN,SYNTHETIC
CASE-00123,ATM-021,7.1,5.88,1,0.948,0.64,0,TRAIN,SYNTHETIC
CASE-00123,ATM-081,7.72,10.13,1,0.79,0.275,0,TRAIN,SYNTHETIC
CASE-00123,ATM-003,7.98,10.4,1,0.896,0.322,0,TRAIN,SYNTHETIC
CASE-00124,ATM-046,1.99,1.81,1,0.651,0.061,0,TRAIN,SYNTHETIC
CASE-00124,ATM-040,2.48,2.48,1,0.497,0.815,0,TRAIN,SYNTHETIC
CASE-00124,ATM-064,2.56,3.68,1,0.566,0.055,0,TRAIN,SYNTHETIC
CASE-00124,ATM-094,2.91,3.65,1,0.843,0.67,0,TRAIN,SYNTHETIC
CASE-00124,ATM-112,5.05,3.2,1,0.8,0.351,0,TRAIN,SYNTHETIC
CASE-00124,ATM-004,6.3,4.66,1,0.522,0.451,0,TRAIN,SYNTHETIC
CASE-00124,ATM-088,7.76,4.91,1,0.863,0.799,0,TRAIN,SYNTHETIC
CASE-00124,ATM-058,8.21,10.4,1,0.452,0.537,0,TRAIN,SYNTHETIC
CASE-00125,ATM-119,1.38,1.61,1,0.901,0.94,0,TRAIN,SYNTHETIC
CASE-00125,ATM-077,2.57,3.46,1,0.997,0.769,0,TRAIN,SYNTHETIC
CASE-00125,ATM-041,4.57,2.64,1,0.981,0.461,0,TRAIN,SYNTHETIC
CASE-00125,ATM-053,6.91,7.23,1,0.723,0.25,0,TRAIN,SYNTHETIC
CASE-00125,ATM-017,7.17,8.89,1,0.818,0.761,0,TRAIN,SYNTHETIC
CASE-00125,ATM-101,8.31,4.85,1,0.793,0.886,0,TRAIN,SYNTHETIC
CASE-00125,ATM-059,8.94,12.06,1,0.968,0.143,0,TRAIN,SYNTHETIC
CASE-00125,ATM-005,8.96,6.72,1,0.83,0.156,0,TRAIN,SYNTHETIC
CASE-00126,ATM-120,1.22,0.83,1,0.929,0.607,0,TRAIN,SYNTHETIC
CASE-00126,ATM-078,2.38,2.15,1,0.944,0.023,0,TRAIN,SYNTHETIC
CASE-00126,ATM-018,4.57,4.94,1,0.728,0.307,0,TRAIN,SYNTHETIC
CASE-00126,ATM-072,5.09,3.77,1,0.972,0.421,0,TRAIN,SYNTHETIC
CASE-00126,ATM-048,6.51,4.09,1,0.925,0.083,0,TRAIN,SYNTHETIC
CASE-00126,ATM-042,6.91,9.47,1,0.527,0.884,0,TRAIN,SYNTHETIC
CASE-00126,ATM-024,6.94,6.42,1,0.63,0.83,0,TRAIN,SYNTHETIC
CASE-00126,ATM-029,758.73,493.44,0,0.896,0.039,1,TRAIN,SYNTHETIC
CASE-00127,ATM-001,2.76,2.04,1,0.853,0.545,0,TRAIN,SYNTHETIC
CASE-00127,ATM-073,3.01,3.84,1,0.517,0.986,0,TRAIN,SYNTHETIC
CASE-00127,ATM-103,4.3,2.99,1,0.597,0.828,0,TRAIN,SYNTHETIC
CASE-00127,ATM-043,5.15,6.34,1,0.675,0.314,0,TRAIN,SYNTHETIC
CASE-00127,ATM-115,5.3,4.55,1,0.612,0.211,0,TRAIN,SYNTHETIC
CASE-00127,ATM-085,7.22,5.72,1,0.928,0.933,0,TRAIN,SYNTHETIC
CASE-00127,ATM-025,7.23,6.22,1,0.884,0.442,0,TRAIN,SYNTHETIC
CASE-00127,ATM-067,7.39,10.67,1,0.523,0.708,0,TRAIN,SYNTHETIC
CASE-00128,ATM-020,2.69,3.51,1,0.972,0.006,0,TRAIN,SYNTHETIC
CASE-00128,ATM-086,2.9,1.73,1,0.451,0.955,0,TRAIN,SYNTHETIC
CASE-00128,ATM-032,3.44,2.81,1,0.896,0.3,0,TRAIN,SYNTHETIC
CASE-00128,ATM-074,4.87,6.83,1,0.613,0.487,0,TRAIN,SYNTHETIC
CASE-00128,ATM-116,5.43,6.05,1,0.742,0.627,0,TRAIN,SYNTHETIC
CASE-00128,ATM-110,6.49,7.72,1,0.912,0.998,0,TRAIN,SYNTHETIC
CASE-00128,ATM-080,6.52,6.87,1,0.454,0.004,0,TRAIN,SYNTHETIC
CASE-00128,ATM-008,7.41,5.09,1,0.657,0.787,0,TRAIN,SYNTHETIC
CASE-00129,ATM-099,4.13,3.1,1,0.799,0.836,0,TRAIN,SYNTHETIC
CASE-00129,ATM-075,4.56,2.81,1,0.882,0.616,0,TRAIN,SYNTHETIC
CASE-00129,ATM-009,5.24,6.05,1,0.6,0.646,0,TRAIN,SYNTHETIC
CASE-00129,ATM-105,5.66,7.21,1,0.982,0.165,0,TRAIN,SYNTHETIC
CASE-00129,ATM-027,6.31,6.9,1,0.835,0.211,0,TRAIN,SYNTHETIC
CASE-00129,ATM-021,7.1,8.64,1,0.874,0.989,0,TRAIN,SYNTHETIC
CASE-00129,ATM-081,7.72,6,1,0.646,0.766,0,TRAIN,SYNTHETIC
CASE-00129,ATM-095,508.88,675.59,0,0.778,0.304,1,TRAIN,SYNTHETIC
CASE-00130,ATM-046,1.99,2.57,1,0.973,0.672,0,TRAIN,SYNTHETIC
CASE-00130,ATM-040,2.48,2.47,1,0.657,0.325,0,TRAIN,SYNTHETIC
CASE-00130,ATM-064,2.56,2.72,1,0.763,0.479,0,TRAIN,SYNTHETIC
CASE-00130,ATM-094,2.91,2.82,1,0.997,0.162,0,TRAIN,SYNTHETIC
CASE-00130,ATM-112,5.05,5.74,1,0.549,0.43,0,TRAIN,SYNTHETIC
CASE-00130,ATM-004,6.3,8.79,1,0.819,0.376,0,TRAIN,SYNTHETIC
CASE-00130,ATM-088,7.76,11.24,1,0.549,0.774,0,TRAIN,SYNTHETIC
CASE-00130,ATM-069,723.19,612.42,0,0.71,0.908,1,TRAIN,SYNTHETIC
CASE-00131,ATM-119,1.38,1.83,1,0.469,0.323,0,TRAIN,SYNTHETIC
CASE-00131,ATM-077,2.57,2.51,1,0.955,0.908,0,TRAIN,SYNTHETIC
CASE-00131,ATM-041,4.57,6.59,1,0.689,0.409,0,TRAIN,SYNTHETIC
